"TE_id" "TE_class" "fam_length" "fpkm" "tpm" "TE_class_group"
"30411" "Seq_51773:22664532..22678319" "LTR/Gypsy" 13787 0 0 "LTR"
"30412" "Seq_51773:22710907..22721235" "LTR/Gypsy" 10328 0 0 "LTR"
"30413" "Seq_51773:2271514..2272076" "MITE/DTH" 562 0 0 "MITE"
"30414" "Seq_51773:2274387..2274713" "MITE/DTH" 326 0 0 "MITE"
"30415" "Seq_51773:22768362..22777735" "LTR/Copia" 9373 0 0 "LTR"
"30416" "Seq_51773:22773626..22774141" "MITE/DTA" 515 0 0 "MITE"
"30417" "Seq_51773:22805289..22805484" "MITE/DTM" 195 0 0 "MITE"
"30418" "Seq_51773:22889582..22896925" "LTR/Gypsy" 7343 0 0 "LTR"
"30419" "Seq_51773:22898725..22916256" "LTR/Gypsy" 17531 0 0 "LTR"
"30420" "Seq_51773:22904088..22912929" "LTR/unknown" 8841 0 0 "LTR"
"30421" "Seq_51773:22917180..22919445" "DNA/DTC" 2265 0 0 "DNA"
"30422" "Seq_51773:23017092..23027812" "LTR/Gypsy" 10720 0 0 "LTR"
"30423" "Seq_51773:23038255..23046916" "LTR/Copia" 8661 0 0 "LTR"
"30424" "Seq_51773:23186273..23195780" "LTR/Copia" 9507 0 0 "LTR"
"30425" "Seq_51773:23242350..23251103" "LTR/unknown" 8753 0 0 "LTR"
"30426" "Seq_51773:23312767..23320114" "LTR/Gypsy" 7347 0 0 "LTR"
"30427" "Seq_51773:23328364..23343555" "LTR/Gypsy" 15191 1.83208976857032 22.3681427878494 "LTR"
"30428" "Seq_51773:23346070..23355495" "LTR/Gypsy" 9425 0 0 "LTR"
"30429" "Seq_51773:23414399..23423969" "LTR/Copia" 9570 0 0 "LTR"
"30430" "Seq_51773:23434601..23446347" "LTR/Copia" 11746 0 0 "LTR"
"30431" "Seq_51773:23463282..23475832" "LTR/Gypsy" 12550 0 0 "LTR"
"30432" "Seq_51773:23479316..23482548" "DNA/DTC" 3232 0 0 "DNA"
"30433" "Seq_51773:23488145..23502025" "LTR/Gypsy" 13880 0 0 "LTR"
"30434" "Seq_51773:23554161..23561463" "LTR/Gypsy" 7302 0 0 "LTR"
"30435" "Seq_51773:23574536..23574710" "MITE/DTM" 174 0 0 "MITE"
"30436" "Seq_51773:23605144..23614293" "LTR/Copia" 9149 0 0 "LTR"
"30437" "Seq_51773:23614775..23623468" "LTR/Copia" 8693 0 0 "LTR"
"30438" "Seq_51773:23697846..23701497" "DNA/DTC" 3651 0 0 "DNA"
"30439" "Seq_51773:2377634..2386952" "LTR/Gypsy" 9318 0 0 "LTR"
"30440" "Seq_51773:23797937..23807289" "LTR/Copia" 9352 0 0 "LTR"
"30441" "Seq_51773:23884132..23893422" "LTR/Copia" 9290 0 0 "LTR"
"30442" "Seq_51773:23969260..23976748" "LTR/Gypsy" 7488 0 0 "LTR"
"30443" "Seq_51773:24032962..24033315" "MITE/DTC" 353 0 0 "MITE"
"30444" "Seq_51773:24106578..24116009" "LTR/Copia" 9431 0 0 "LTR"
"30445" "Seq_51773:24230265..24243695" "LTR/Gypsy" 13430 0 0 "LTR"
"30446" "Seq_51773:24265378..24270757" "LTR/Copia" 5379 0 0 "LTR"
"30447" "Seq_51773:24419283..24433238" "LTR/Gypsy" 13955 0 0 "LTR"
"30448" "Seq_51773:24473280..24476761" "DNA/DTM" 3481 0 0 "DNA"
"30449" "Seq_51773:24593881..24604869" "LTR/Gypsy" 10988 0 0 "LTR"
"30450" "Seq_51773:24608278..24617717" "LTR/Copia" 9439 0 0 "LTR"
"30451" "Seq_51773:2463992..2471328" "LTR/Gypsy" 7336 0 0 "LTR"
"30452" "Seq_51773:24688499..24698323" "LTR/Gypsy" 9824 33.4292602766033 408.140736325793 "LTR"
"30453" "Seq_51773:24770401..24770646" "MITE/DTM" 245 0 0 "MITE"
"30454" "Seq_51773:24774608..24783046" "LTR/Copia" 8438 0 0 "LTR"
"30455" "Seq_51773:24784122..24793376" "LTR/Copia" 9254 0 0 "LTR"
"30456" "Seq_51773:24833672..24841066" "LTR/Gypsy" 7394 0 0 "LTR"
"30457" "Seq_51773:24848912..24856296" "LTR/Gypsy" 7384 0 0 "LTR"
"30458" "Seq_51773:24956100..24964575" "LTR/Copia" 8475 0 0 "LTR"
"30459" "Seq_51773:25041014..25049713" "LTR/Copia" 8699 0 0 "LTR"
"30460" "Seq_51773:25091059..25100504" "LTR/Copia" 9445 0 0 "LTR"
"30461" "Seq_51773:25103361..25114641" "LTR/Gypsy" 11280 0 0 "LTR"
"30462" "Seq_51773:25353950..25361364" "LTR/Gypsy" 7414 0 0 "LTR"
"30463" "Seq_51773:2536915..2538344" "DNA/DTA" 1429 0 0 "DNA"
"30464" "Seq_51773:25382553..25391759" "LTR/Copia" 9206 0 0 "LTR"
"30465" "Seq_51773:25411553..25423075" "LTR/Gypsy" 11522 0 0 "LTR"
"30466" "Seq_51773:25492916..25493452" "MITE/DTA" 536 0 0 "MITE"
"30467" "Seq_51773:25511515..25520862" "LTR/Copia" 9347 0 0 "LTR"
"30468" "Seq_51773:25521535..25531997" "LTR/Gypsy" 10462 1.59613509889228 19.4873517734785 "LTR"
"30469" "Seq_51773:25535786..25543270" "LTR/Gypsy" 7484 0 0 "LTR"
"30470" "Seq_51773:25568789..25578296" "LTR/Copia" 9507 0 0 "LTR"
"30471" "Seq_51773:25587847..25595231" "LTR/Gypsy" 7384 0 0 "LTR"
"30472" "Seq_51773:25607175..25619172" "LTR/Copia" 11997 0 0 "LTR"
"30473" "Seq_51773:25650866..25651425" "MITE/DTA" 559 0 0 "MITE"
"30474" "Seq_51773:25695808..25707579" "LTR/Copia" 11771 0 0 "LTR"
"30475" "Seq_51773:25733140..25733540" "MITE/DTM" 400 0 0 "MITE"
"30476" "Seq_51773:2574208..2574899" "DNA/DTA" 691 0 0 "DNA"
"30477" "Seq_51773:25755239..25762666" "LTR/Gypsy" 7427 0 0 "LTR"
"30478" "Seq_51773:25791802..25801251" "LTR/Copia" 9449 0 0 "LTR"
"30479" "Seq_51773:25855067..25867147" "LTR/Gypsy" 12080 0 0 "LTR"
"30480" "Seq_51773:25872824..25882329" "LTR/Copia" 9505 0 0 "LTR"
"30481" "Seq_51773:25983193..25990596" "LTR/Gypsy" 7403 0 0 "LTR"
"30482" "Seq_51773:26028956..26042765" "LTR/Gypsy" 13809 0 0 "LTR"
"30483" "Seq_51773:26056504..26070303" "LTR/Gypsy" 13799 0 0 "LTR"
"30484" "Seq_51773:26181156..26194792" "LTR/Gypsy" 13636 0 0 "LTR"
"30485" "Seq_51773:26268332..26282517" "LTR/Gypsy" 14185 0 0 "LTR"
"30486" "Seq_51773:26320614..26330179" "LTR/Gypsy" 9565 0 0 "LTR"
"30487" "Seq_51773:26463903..26473278" "LTR/Gypsy" 9375 0 0 "LTR"
"30488" "Seq_51773:26495219..26504746" "LTR/Gypsy" 9527 0 0 "LTR"
"30489" "Seq_51773:26504779..26513835" "LTR/Copia" 9056 0 0 "LTR"
"30490" "Seq_51773:26576873..26579742" "DNA/DTM" 2869 0 0 "DNA"
"30491" "Seq_51773:26600855..26610205" "LTR/Copia" 9350 0 0 "LTR"
"30492" "Seq_51773:2661453..2664114" "DNA/DTM" 2661 2.0917907308795 25.5388543472544 "DNA"
"30493" "Seq_51773:26623119..26624912" "DNA/DTC" 1793 3.10443677349156 37.9023376564663 "DNA"
"30494" "Seq_51773:26724448..26737255" "LTR/Gypsy" 12807 0 0 "LTR"
"30495" "Seq_51773:26732702..26734652" "DNA/DTM" 1950 0 0 "DNA"
"30496" "Seq_51773:26761737..26775598" "LTR/Gypsy" 13861 0 0 "LTR"
"30497" "Seq_51773:26778440..26792084" "LTR/Gypsy" 13644 0 0 "LTR"
"30498" "Seq_51773:26804100..26814533" "LTR/Copia" 10433 0 0 "LTR"
"30499" "Seq_51773:2686438..2689688" "DNA/DTH" 3250 5.13808166295726 62.7312843858869 "DNA"
"30500" "Seq_51773:26886228..26899059" "LTR/Copia" 12831 0 0 "LTR"
"30501" "Seq_51773:2694322..2694449" "MITE/DTH" 127 0 0 "MITE"
"30502" "Seq_51773:27010544..27019970" "LTR/Copia" 9426 0 0 "LTR"
"30503" "Seq_51773:27031922..27042296" "LTR/Copia" 10374 0 0 "LTR"
"30504" "Seq_51773:27072235..27081579" "LTR/Copia" 9344 0 0 "LTR"
"30505" "Seq_51773:27181537..27188903" "LTR/Gypsy" 7366 0 0 "LTR"
"30506" "Seq_51773:27214793..27224291" "LTR/Copia" 9498 0 0 "LTR"
"30507" "Seq_51773:27232075..27239445" "LTR/Gypsy" 7370 0 0 "LTR"
"30508" "Seq_51773:273047..273165" "MITE/DTH" 118 0 0 "MITE"
"30509" "Seq_51773:27305605..27314925" "LTR/Copia" 9320 0 0 "LTR"
"30510" "Seq_51773:27340721..27341279" "MITE/DTA" 558 0 0 "MITE"
"30511" "Seq_51773:27402648..27412099" "LTR/Gypsy" 9451 0 0 "LTR"
"30512" "Seq_51773:2741942..2751453" "LTR/Copia" 9511 0 0 "LTR"
"30513" "Seq_51773:27487963..27501753" "LTR/Gypsy" 13790 0 0 "LTR"
"30514" "Seq_51773:27542825..27543205" "MITE/DTM" 380 0 0 "MITE"
"30515" "Seq_51773:27552124..27561646" "LTR/Copia" 9522 0 0 "LTR"
"30516" "Seq_51773:27576298..27585555" "LTR/Copia" 9257 0 0 "LTR"
"30517" "Seq_51773:27626891..27637516" "LTR/Copia" 10625 0 0 "LTR"
"30518" "Seq_51773:27639684..27640379" "DNA/DTA" 695 0 0 "DNA"
"30519" "Seq_51773:27709080..27711375" "DNA/DTC" 2295 0 0 "DNA"
"30520" "Seq_51773:27739716..27747284" "LTR/Copia" 7568 0 0 "LTR"
"30521" "Seq_51773:27746301..27746606" "MITE/DTM" 305 0 0 "MITE"
"30522" "Seq_51773:27756815..27765286" "LTR/Copia" 8471 0 0 "LTR"
"30523" "Seq_51773:27907801..27919180" "LTR/Gypsy" 11379 0 0 "LTR"
"30524" "Seq_51773:27919465..27935550" "LTR/Copia" 16085 0 0 "LTR"
"30525" "Seq_51773:28020729..28030212" "LTR/Copia" 9483 0 0 "LTR"
"30526" "Seq_51773:28094613..28106372" "LTR/Copia" 11759 0 0 "LTR"
"30527" "Seq_51773:28275819..28285315" "LTR/Copia" 9496 0 0 "LTR"
"30528" "Seq_51773:28346840..28354231" "LTR/Gypsy" 7391 0 0 "LTR"
"30529" "Seq_51773:2835281..2845836" "LTR/Gypsy" 10555 0 0 "LTR"
"30530" "Seq_51773:28396666..28397696" "DNA/DTC" 1030 0 0 "DNA"
"30531" "Seq_51773:28408485..28421906" "LTR/Copia" 13421 0 0 "LTR"
"30532" "Seq_51773:28473034..28473534" "MITE/DTA" 500 0 0 "MITE"
"30533" "Seq_51773:28531404..28544197" "LTR/Gypsy" 12793 0 0 "LTR"
"30534" "Seq_51773:28566045..28566608" "MITE/DTC" 563 0 0 "MITE"
"30535" "Seq_51773:28672831..28674345" "DNA/DTC" 1514 0 0 "DNA"
"30536" "Seq_51773:28697376..28700718" "DNA/DTC" 3342 0 0 "DNA"
"30537" "Seq_51773:28730214..28730760" "MITE/DTA" 546 0 0 "MITE"
"30538" "Seq_51773:28747192..28747739" "MITE/DTA" 547 0 0 "MITE"
"30539" "Seq_51773:2882149..2892041" "LTR/Gypsy" 9892 0 0 "LTR"
"30540" "Seq_51773:28843323..28850705" "LTR/Gypsy" 7382 0 0 "LTR"
"30541" "Seq_51773:28873633..28874167" "MITE/DTA" 534 0 0 "MITE"
"30542" "Seq_51773:2892504..2894046" "DNA/DTC" 1542 0 0 "DNA"
"30543" "Seq_51773:29010560..29017984" "LTR/Gypsy" 7424 0 0 "LTR"
"30544" "Seq_51773:2905880..2915302" "LTR/Copia" 9422 0 0 "LTR"
"30545" "Seq_51773:29105586..29114237" "LTR/unknown" 8651 0 0 "LTR"
"30546" "Seq_51773:29121078..29121614" "MITE/DTA" 536 0 0 "MITE"
"30547" "Seq_51773:29152113..29152278" "MITE/DTA" 165 0 0 "MITE"
"30548" "Seq_51773:29175591..29182962" "LTR/Gypsy" 7371 0 0 "LTR"
"30549" "Seq_51773:29226598..29240918" "LTR/Gypsy" 14320 0 0 "LTR"
"30550" "Seq_51773:29246265..29262566" "LTR/unknown" 16301 0 0 "LTR"
"30551" "Seq_51773:29249759..29257139" "LTR/Gypsy" 7380 0 0 "LTR"
"30552" "Seq_51773:29265413..29274803" "LTR/Gypsy" 9390 0 0 "LTR"
"30553" "Seq_51773:29392897..29406378" "LTR/Gypsy" 13481 0 0 "LTR"
"30554" "Seq_51773:29401156..29403780" "DNA/DTM" 2624 0 0 "DNA"
"30555" "Seq_51773:2950873..2958255" "LTR/Gypsy" 7382 0 0 "LTR"
"30556" "Seq_51773:29515634..29529411" "LTR/Gypsy" 13777 0 0 "LTR"
"30557" "Seq_51773:29560353..29568935" "LTR/Copia" 8582 0 0 "LTR"
"30558" "Seq_51773:29572117..29573513" "DNA/DTA" 1396 0 0 "DNA"
"30559" "Seq_51773:29601577..29609086" "LTR/Copia" 7509 0 0 "LTR"
"30560" "Seq_51773:29660950..29670484" "LTR/Copia" 9534 0 0 "LTR"
"30561" "Seq_51773:29817712..29825248" "LTR/Gypsy" 7536 0 0 "LTR"
"30562" "Seq_51773:29990313..29999667" "LTR/Gypsy" 9354 0.595066830753727 7.26522251636135 "LTR"
"30563" "Seq_51773:30000064..30002663" "DNA/DTM" 2599 0 0 "DNA"
"30564" "Seq_51773:30020111..30024897" "DNA/DTC" 4786 2.32605730667377 28.3990352770764 "DNA"
"30565" "Seq_51773:30132106..30139466" "LTR/Gypsy" 7360 0 0 "LTR"
"30566" "Seq_51773:30159727..30160513" "DNA/DTA" 786 0 0 "DNA"
"30567" "Seq_51773:30175385..30187138" "LTR/Copia" 11753 0 0 "LTR"
"30568" "Seq_51773:30224486..30233203" "LTR/Copia" 8717 0 0 "LTR"
"30569" "Seq_51773:30300554..30309839" "LTR/Gypsy" 9285 0 0 "LTR"
"30570" "Seq_51773:30318656..30332559" "LTR/Gypsy" 13903 0 0 "LTR"
"30571" "Seq_51773:30428945..30443269" "LTR/Gypsy" 14324 0 0 "LTR"
"30572" "Seq_51773:3045893..3055410" "LTR/Copia" 9517 0 0 "LTR"
"30573" "Seq_51773:30469795..30481343" "LTR/Gypsy" 11548 0 0 "LTR"
"30574" "Seq_51773:30563424..30572805" "LTR/Copia" 9381 0 0 "LTR"
"30575" "Seq_51773:3057272..3064197" "LTR/Copia" 6925 0 0 "LTR"
"30576" "Seq_51773:30624481..30636089" "LTR/Gypsy" 11608 0.959037755835691 11.7089750892564 "LTR"
"30577" "Seq_51773:30762654..30769975" "LTR/Gypsy" 7321 0 0 "LTR"
"30578" "Seq_51773:30778404..30787163" "LTR/Copia" 8759 0 0 "LTR"
"30579" "Seq_51773:30803326..30814203" "LTR/Gypsy" 10877 0 0 "LTR"
"30580" "Seq_51773:30868938..30878477" "LTR/Copia" 9539 0 0 "LTR"
"30581" "Seq_51773:30903265..30912770" "LTR/Gypsy" 9505 0 0 "LTR"
"30582" "Seq_51773:30975770..30990860" "LTR/Gypsy" 15090 0 0 "LTR"
"30583" "Seq_51773:31005061..31006136" "DNA/DTA" 1075 0 0 "DNA"
"30584" "Seq_51773:3102440..3111924" "LTR/Copia" 9484 0 0 "LTR"
"30585" "Seq_51773:31044016..31053488" "LTR/Copia" 9472 0 0 "LTR"
"30586" "Seq_51773:31056126..31065564" "LTR/Copia" 9438 0 0 "LTR"
"30587" "Seq_51773:3113081..3127165" "LTR/Copia" 14084 0 0 "LTR"
"30588" "Seq_51773:3113986..3123512" "LTR/Copia" 9526 0 0 "LTR"
"30589" "Seq_51773:31263308..31264002" "DNA/DTA" 694 0 0 "DNA"
"30590" "Seq_51773:31286406..31299997" "LTR/Gypsy" 13591 0 0 "LTR"
"30591" "Seq_51773:31389704..31403103" "LTR/Gypsy" 13399 0 0 "LTR"
"30592" "Seq_51773:31415737..31423164" "LTR/Gypsy" 7427 0 0 "LTR"
"30593" "Seq_51773:31488761..31504758" "LTR/Gypsy" 15997 0 0 "LTR"
"30594" "Seq_51773:31505768..31506280" "MITE/DTA" 512 0 0 "MITE"
"30595" "Seq_51773:31689808..31701502" "LTR/Gypsy" 11694 0 0 "LTR"
"30596" "Seq_51773:31708261..31709101" "DNA/DTM" 840 0 0 "DNA"
"30597" "Seq_51773:31722351..31729458" "LTR/Gypsy" 7107 0 0 "LTR"
"30598" "Seq_51773:31731415..31738804" "LTR/Gypsy" 7389 0 0 "LTR"
"30599" "Seq_51773:31743083..31750527" "LTR/Gypsy" 7444 0 0 "LTR"
"30600" "Seq_51773:31834835..31836420" "DNA/DTM" 1585 0 0 "DNA"
"30601" "Seq_51773:31848067..31848418" "MITE/DTM" 351 0 0 "MITE"
"30602" "Seq_51773:31949938..31960720" "LTR/Gypsy" 10782 0 0 "LTR"
"30603" "Seq_51773:32009363..32018500" "LTR/Copia" 9137 0 0 "LTR"
"30604" "Seq_51773:32020910..32030848" "LTR/Gypsy" 9938 0 0 "LTR"
"30605" "Seq_51773:32070967..32080445" "LTR/Gypsy" 9478 0 0 "LTR"
"30606" "Seq_51773:320967..321083" "MITE/DTH" 116 0 0 "MITE"
"30607" "Seq_51773:32131618..32138982" "LTR/Gypsy" 7364 0 0 "LTR"
"30608" "Seq_51773:32142778..32151814" "LTR/Copia" 9036 0 0 "LTR"
"30609" "Seq_51773:32184746..32194985" "LTR/Gypsy" 10239 0 0 "LTR"
"30610" "Seq_51773:32224084..32235735" "LTR/Gypsy" 11651 0.47774913182305 5.83288056115733 "LTR"
"30611" "Seq_51773:32279619..32286999" "LTR/Gypsy" 7380 0 0 "LTR"
"30612" "Seq_51773:32287003..32294627" "LTR/Gypsy" 7624 0 0 "LTR"
"30613" "Seq_51773:32345499..32352864" "LTR/Gypsy" 7365 0 0 "LTR"
"30614" "Seq_51773:32385251..32394652" "LTR/Copia" 9401 0 0 "LTR"
"30615" "Seq_51773:32457766..32467708" "LTR/Gypsy" 9942 0 0 "LTR"
"30616" "Seq_51773:32496130..32506547" "LTR/Gypsy" 10417 0 0 "LTR"
"30617" "Seq_51773:3254131..3255227" "DNA/DTM" 1096 0 0 "DNA"
"30618" "Seq_51773:32730770..32744682" "LTR/Gypsy" 13912 0 0 "LTR"
"30619" "Seq_51773:3278346..3288460" "LTR/Gypsy" 10114 0.550351506315044 6.71928924441804 "LTR"
"30620" "Seq_51773:32840335..32840772" "MITE/DTH" 437 0 0 "MITE"
"30621" "Seq_51773:32866946..32876868" "LTR/Copia" 9922 0 0 "LTR"
"30622" "Seq_51773:32887096..32890740" "DNA/DTC" 3644 1.52751238607858 18.6495311246004 "DNA"
"30623" "Seq_51773:32894214..32903515" "LTR/Gypsy" 9301 0 0 "LTR"
"30624" "Seq_51773:3289772..3291170" "DNA/DTM" 1398 0 0 "DNA"
"30625" "Seq_51773:32916975..32926511" "LTR/Gypsy" 9536 0 0 "LTR"
"30626" "Seq_51773:32962660..32973967" "LTR/Gypsy" 11307 0 0 "LTR"
"30627" "Seq_51773:32979931..32989434" "LTR/Copia" 9503 0 0 "LTR"
"30628" "Seq_51773:33015898..33023115" "LTR/Copia" 7217 0 0 "LTR"
"30629" "Seq_51773:33037702..33046825" "LTR/Copia" 9123 0 0 "LTR"
"30630" "Seq_51773:33038344..33038695" "MITE/DTM" 351 0 0 "MITE"
"30631" "Seq_51773:33143925..33144834" "DNA/DTM" 909 0 0 "DNA"
"30632" "Seq_51773:33207809..33215170" "LTR/Gypsy" 7361 0 0 "LTR"
"30633" "Seq_51773:33246409..33258975" "LTR/Gypsy" 12566 0 0 "LTR"
"30634" "Seq_51773:33267617..33275047" "LTR/Gypsy" 7430 0 0 "LTR"
"30635" "Seq_51773:33398103..33407625" "LTR/Copia" 9522 0 0 "LTR"
"30636" "Seq_51773:33417614..33425050" "LTR/Gypsy" 7436 0 0 "LTR"
"30637" "Seq_51773:33440176..33452227" "LTR/Copia" 12051 0 0 "LTR"
"30638" "Seq_51773:33558205..33568602" "LTR/Gypsy" 10397 0 0 "LTR"
"30639" "Seq_51773:33655619..33667225" "LTR/Gypsy" 11606 0 0 "LTR"
"30640" "Seq_51773:33708436..33720274" "LTR/Gypsy" 11838 0 0 "LTR"
"30641" "Seq_51773:33742566..33750025" "LTR/Gypsy" 7459 0 0 "LTR"
"30642" "Seq_51773:33806893..33818697" "LTR/Gypsy" 11804 0 0 "LTR"
"30643" "Seq_51773:33845399..33854553" "LTR/Copia" 9154 0 0 "LTR"
"30644" "Seq_51773:33898169..33907589" "LTR/Copia" 9420 0 0 "LTR"
"30645" "Seq_51773:33930054..33930340" "MITE/DTM" 286 0 0 "MITE"
"30646" "Seq_51773:33960622..33968094" "LTR/Gypsy" 7472 0 0 "LTR"
"30647" "Seq_51773:34028464..34037744" "LTR/Copia" 9280 0 0 "LTR"
"30648" "Seq_51773:34068945..34083300" "LTR/Gypsy" 14355 0 0 "LTR"
"30649" "Seq_51773:3407498..3424581" "LTR/Copia" 17083 0 0 "LTR"
"30650" "Seq_51773:34232567..34232871" "MITE/DTM" 304 0 0 "MITE"
"30651" "Seq_51773:34296572..34297472" "DNA/DTA" 900 0 0 "DNA"
"30652" "Seq_51773:34309040..34318349" "LTR/Copia" 9309 0 0 "LTR"
"30653" "Seq_51773:34364164..34373556" "LTR/Copia" 9392 0 0 "LTR"
"30654" "Seq_51773:34429039..34436340" "LTR/Gypsy" 7301 0 0 "LTR"
"30655" "Seq_51773:34510739..34522873" "LTR/Copia" 12134 0 0 "LTR"
"30656" "Seq_51773:34548083..34548385" "MITE/DTM" 302 0 0 "MITE"
"30657" "Seq_51773:34576535..34590414" "LTR/Gypsy" 13879 0 0 "LTR"
"30658" "Seq_51773:34615319..34627099" "LTR/Gypsy" 11780 0 0 "LTR"
"30659" "Seq_51773:34640208..34647719" "LTR/Gypsy" 7511 0 0 "LTR"
"30660" "Seq_51773:3465921..3467357" "DNA/DTA" 1436 0 0 "DNA"
"30661" "Seq_51773:34727332..34741095" "LTR/Gypsy" 13763 0 0 "LTR"
"30662" "Seq_51773:34776342..34779959" "LTR/unknown" 3617 1.53891488384583 18.7887452081958 "LTR"
"30663" "Seq_51773:34803095..34810544" "LTR/Gypsy" 7449 0 0 "LTR"
"30664" "Seq_51773:34817030..34824492" "LTR/Gypsy" 7462 0 0 "LTR"
"30665" "Seq_51773:34858794..34868358" "LTR/Gypsy" 9564 0 0 "LTR"
"30666" "Seq_51773:34895062..34903836" "LTR/unknown" 8774 0 0 "LTR"
"30667" "Seq_51773:34904284..34920911" "LTR/Copia" 16627 0 0 "LTR"
"30668" "Seq_51773:34944395..34951881" "LTR/Gypsy" 7486 0 0 "LTR"
"30669" "Seq_51773:34944398..34951885" "LTR/Gypsy" 7487 0 0 "LTR"
"30670" "Seq_51773:34965146..34972537" "LTR/Gypsy" 7391 0 0 "LTR"
"30671" "Seq_51773:34991253..34998630" "LTR/Gypsy" 7377 0 0 "LTR"
"30672" "Seq_51773:35055990..35069871" "LTR/Gypsy" 13881 0 0 "LTR"
"30673" "Seq_51773:35076018..35083431" "LTR/Gypsy" 7413 0 0 "LTR"
"30674" "Seq_51773:35091431..35101043" "LTR/Gypsy" 9612 0 0 "LTR"
"30675" "Seq_51773:35156606..35161594" "DNA/DTM" 4988 0 0 "DNA"
"30676" "Seq_51773:35183035..35193994" "LTR/Gypsy" 10959 0 0 "LTR"
"30677" "Seq_51773:35257960..35258040" "MITE/DTT" 80 0 0 "MITE"
"30678" "Seq_51773:35269023..35278462" "LTR/Copia" 9439 0 0 "LTR"
"30679" "Seq_51773:35328674..35336124" "LTR/Gypsy" 7450 0 0 "LTR"
"30680" "Seq_51773:35390655..35393260" "DNA/DTM" 2605 0 0 "DNA"
"30681" "Seq_51773:35435522..35444963" "LTR/Copia" 9441 0 0 "LTR"
"30682" "Seq_51773:35462298..35478146" "LTR/Copia" 15848 0 0 "LTR"
"30683" "Seq_51773:35522842..35536888" "LTR/Copia" 14046 0 0 "LTR"
"30684" "Seq_51773:3559206..3563455" "DNA/DTC" 4249 0 0 "DNA"
"30685" "Seq_51773:35620639..35630187" "LTR/Copia" 9548 0 0 "LTR"
"30686" "Seq_51773:35639492..35639766" "MITE/DTH" 274 0 0 "MITE"
"30687" "Seq_51773:3564188..3571713" "LTR/Gypsy" 7525 0.739701679052539 9.03108191601914 "LTR"
"30688" "Seq_51773:35686389..35695894" "LTR/Copia" 9505 0 0 "LTR"
"30689" "Seq_51773:3573023..3573311" "MITE/DTM" 288 0 0 "MITE"
"30690" "Seq_51773:35750478..35762135" "LTR/Gypsy" 11657 0 0 "LTR"
"30691" "Seq_51773:35774734..35776027" "DNA/DTC" 1293 0 0 "DNA"
"30692" "Seq_51773:3582781..3595523" "LTR/Gypsy" 12742 0 0 "LTR"
"30693" "Seq_51773:35876580..35888051" "LTR/Gypsy" 11471 0 0 "LTR"
"30694" "Seq_51773:35946663..35954054" "LTR/Gypsy" 7391 0 0 "LTR"
"30695" "Seq_51773:35965127..35974580" "LTR/Copia" 9453 0 0 "LTR"
"30696" "Seq_51773:3609008..3609656" "DNA/DTA" 648 0 0 "DNA"
"30697" "Seq_51773:36354537..36361939" "LTR/Gypsy" 7402 0 0 "LTR"
"30698" "Seq_51773:36385386..36394906" "LTR/Copia" 9520 0 0 "LTR"
"30699" "Seq_51773:36410367..36424457" "LTR/Gypsy" 14090 0 0 "LTR"
"30700" "Seq_51773:36439331..36448486" "LTR/Copia" 9155 0 0 "LTR"
"30701" "Seq_51773:36541650..36549002" "LTR/Gypsy" 7352 0 0 "LTR"
"30702" "Seq_51773:36554081..36554482" "MITE/DTM" 401 0 0 "MITE"
"30703" "Seq_51773:36698273..36705622" "LTR/Gypsy" 7349 0 0 "LTR"
"30704" "Seq_51773:36780983..36781076" "MITE/DTM" 93 0 0 "MITE"
"30705" "Seq_51773:36860695..36870037" "LTR/Copia" 9342 0 0 "LTR"
"30706" "Seq_51773:36906379..36918658" "LTR/Copia" 12279 0 0 "LTR"
"30707" "Seq_51773:36965769..36973109" "LTR/Gypsy" 7340 0 0 "LTR"
"30708" "Seq_51773:37031017..37031229" "MITE/DTC" 212 0 0 "MITE"
"30709" "Seq_51773:37087661..37096974" "LTR/Copia" 9313 0 0 "LTR"
"30710" "Seq_51773:37158470..37168060" "LTR/Gypsy" 9590 0 0 "LTR"
"30711" "Seq_51773:3725391..3738125" "LTR/Copia" 12734 0 0 "LTR"
"30712" "Seq_51773:37333652..37341128" "LTR/Gypsy" 7476 0 0 "LTR"
"30713" "Seq_51773:37348519..37355971" "LTR/Gypsy" 7452 0 0 "LTR"
"30714" "Seq_51773:37408048..37417476" "LTR/Gypsy" 9428 0 0 "LTR"
"30715" "Seq_51773:37445886..37455176" "LTR/Copia" 9290 0 0 "LTR"
"30716" "Seq_51773:37500628..37503330" "DNA/DTC" 2702 2.06005001290539 25.1513291702605 "DNA"
"30717" "Seq_51773:37624220..37633906" "LTR/Gypsy" 9686 0 0 "LTR"
"30718" "Seq_51773:37759635..37759938" "MITE/DTM" 303 0 0 "MITE"
"30719" "Seq_51773:37812678..37817783" "LTR/Gypsy" 5105 3.27106080403743 39.9366648881748 "LTR"
"30720" "Seq_51773:37961470..37968812" "LTR/Gypsy" 7342 0 0 "LTR"
"30721" "Seq_51773:38035084..38042547" "LTR/Gypsy" 7463 0 0 "LTR"
"30722" "Seq_51773:38177734..38185078" "LTR/Gypsy" 7344 0 0 "LTR"
"30723" "Seq_51773:38227126..38236535" "LTR/Copia" 9409 0 0 "LTR"
"30724" "Seq_51773:38247203..38261294" "LTR/Gypsy" 14091 0 0 "LTR"
