TE_id,TE_class,fam_length,fpkm,tpm,TE_class_group
Seq_51772:94479850..94489323,LTR/Copia,9473,0,0,LTR
Seq_51772:94496500..94507380,LTR/Gypsy,10880,0,0,LTR
Seq_51772:94501172..94501458,MITE/DTM,286,0,0,MITE
Seq_51772:94554176..94563579,LTR/Copia,9403,0,0,LTR
Seq_51772:9460225..9461087,DNA/DTC,862,0,0,DNA
Seq_51772:94606155..94610362,DNA/DTC,4207,5.62323337,58.82557876,DNA
Seq_51772:94606591..94609788,DNA/DTC,3197,0,0,DNA
Seq_51772:94622759..94634657,LTR/Gypsy,11898,0,0,LTR
Seq_51772:9464705..9474215,LTR/Copia,9510,0,0,LTR
Seq_51772:94663141..94663456,MITE/DTM,315,0,0,MITE
Seq_51772:94668973..94669288,MITE/DTM,315,0,0,MITE
Seq_51772:94802585..94811866,LTR/Copia,9281,0,0,LTR
Seq_51772:94837841..94838402,MITE/DTH,561,0,0,MITE
Seq_51772:94855947..94865403,LTR/Copia,9456,0,0,LTR
Seq_51772:94878834..94881697,DNA/DTM,2863,0,0,DNA
Seq_51772:94956722..94957944,DNA/DTM,1222,0,0,DNA
Seq_51772:94965483..94975863,LTR/Gypsy,10380,0,0,LTR
Seq_51772:94978364..94995068,LTR/unknown,16704,0,0,LTR
Seq_51772:94984173..94991524,LTR/Gypsy,7351,0,0,LTR
Seq_51772:95040868..95056572,LTR/Copia,15704,0,0,LTR
Seq_51772:95045240..95054795,LTR/Copia,9555,0,0,LTR
Seq_51772:95118154..95125519,LTR/Gypsy,7365,0,0,LTR
Seq_51772:9520201..9527571,LTR/Gypsy,7370,0,0,LTR
Seq_51772:95263728..95273182,LTR/Copia,9454,0,0,LTR
Seq_51772:9531686..9539166,LTR/Gypsy,7480,0,0,LTR
Seq_51772:95324500..95324587,MITE/DTM,87,0,0,MITE
Seq_51772:95370971..95384965,LTR/Gypsy,13994,0,0,LTR
Seq_51772:95417189..95429963,LTR/Gypsy,12774,0,0,LTR
Seq_51772:95444769..95456781,LTR/Copia,12012,0,0,LTR
Seq_51772:9546907..9547531,DNA/DTC,624,0,0,DNA
Seq_51772:95471017..95471531,MITE/DTA,514,0,0,MITE
Seq_51772:95473854..95490146,LTR/Copia,16292,0,0,LTR
Seq_51772:95560196..95572106,LTR/Gypsy,11910,0,0,LTR
Seq_51772:95574533..95583880,LTR/Copia,9347,0,0,LTR
Seq_51772:95657516..95669106,LTR/Gypsy,11590,0,0,LTR
Seq_51772:95703017..95712695,LTR/Gypsy,9678,0,0,LTR
Seq_51772:95760325..95769488,LTR/Copia,9163,0,0,LTR
Seq_51772:95784212..95795243,LTR/Gypsy,11031,0,0,LTR
Seq_51772:95832498..95841777,LTR/Copia,9279,0,0,LTR
Seq_51772:95957229..95966655,LTR/Copia,9426,0,0,LTR
Seq_51772:95970666..95971946,DNA/DTM,1280,0,0,DNA
Seq_51772:96013367..96024228,LTR/unknown,10861,0,0,LTR
Seq_51772:96046597..96056127,LTR/Copia,9530,0,0,LTR
Seq_51772:96217132..96226346,LTR/Copia,9214,0,0,LTR
Seq_51772:96230176..96239499,LTR/Copia,9323,0,0,LTR
Seq_51772:9625360..9634742,LTR/Gypsy,9382,0,0,LTR
Seq_51772:96261783..96271074,LTR/Copia,9291,0,0,LTR
Seq_51772:96299407..96302809,DNA/DTM,3402,95.80837761,1002.26736,DNA
Seq_51772:96306783..96307330,MITE/DTA,547,0,0,MITE
Seq_51772:96330858..96344899,LTR/Gypsy,14041,0,0,LTR
Seq_51772:96359564..96360128,MITE/DTA,564,0,0,MITE
Seq_51772:9636106..9650121,LTR/Gypsy,14015,0,0,LTR
Seq_51772:96396533..96403931,LTR/Gypsy,7398,0,0,LTR
Seq_51772:96436225..96447903,LTR/Gypsy,11678,0,0,LTR
Seq_51772:96490517..96499694,LTR/Copia,9177,0,0,LTR
Seq_51772:96510149..96510312,MITE/DTC,163,0,0,MITE
Seq_51772:96512456..96519825,LTR/Gypsy,7369,0,0,LTR
Seq_51772:96660095..96660418,MITE/DTM,323,0,0,MITE
Seq_51772:96673626..96690837,LTR/Copia,17211,0,0,LTR
Seq_51772:9670719..9678152,LTR/Gypsy,7433,0,0,LTR
Seq_51772:96730814..96744749,LTR/Gypsy,13935,0,0,LTR
Seq_51772:96859523..96867025,LTR/Gypsy,7502,0,0,LTR
Seq_51772:96886948..96894400,LTR/Gypsy,7452,0,0,LTR
Seq_51772:96899912..96916379,LTR/Copia,16467,0,0,LTR
Seq_51772:96906339..96913651,LTR/Gypsy,7312,0,0,LTR
Seq_51772:97072057..97081443,LTR/Copia,9386,0,0,LTR
Seq_51772:9719341..9729886,LTR/Gypsy,10545,0,0,LTR
Seq_51772:97195001..97204352,LTR/Copia,9351,0,0,LTR
Seq_51772:97210805..97220281,LTR/Copia,9476,0,0,LTR
Seq_51772:97256754..97269444,LTR/Gypsy,12690,0,0,LTR
Seq_51772:97284683..97295008,LTR/Gypsy,10325,0,0,LTR
Seq_51772:97306274..97319969,LTR/Gypsy,13695,0,0,LTR
Seq_51772:97335734..97347946,LTR/Gypsy,12212,0,0,LTR
Seq_51772:97468080..97468480,MITE/DTM,400,0,0,MITE
Seq_51772:97573357..97585922,LTR/Gypsy,12565,0,0,LTR
Seq_51772:97788117..97788420,MITE/DTM,303,0,0,MITE
Seq_51772:9786472..9793940,LTR/Gypsy,7468,0,0,LTR
Seq_51772:97904917..97905220,MITE/DTM,303,0,0,MITE
Seq_51772:97953870..97963342,LTR/Copia,9472,0,0,LTR
Seq_51772:98075604..98076585,DNA/DTA,981,0,0,DNA
Seq_51772:98082628..98095762,LTR/Copia,13134,0,0,LTR
Seq_51772:98102846..98116907,LTR/Gypsy,14061,0,0,LTR
Seq_51772:9812184..9819696,LTR/Gypsy,7512,0,0,LTR
Seq_51772:98152141..98152299,MITE/DTT,158,0,0,MITE
Seq_51772:98192082..98201598,LTR/Copia,9516,0,0,LTR
Seq_51772:98337007..98346301,LTR/Copia,9294,0,0,LTR
Seq_51772:98376325..98376404,MITE/DTT,79,0,0,MITE
Seq_51772:98420779..98435773,LTR/Gypsy,14994,0,0,LTR
Seq_51772:98562654..98574301,LTR/Gypsy,11647,0,0,LTR
Seq_51772:98740149..98753878,LTR/Gypsy,13729,0,0,LTR
Seq_51772:98839661..98853338,LTR/Gypsy,13677,0,0,LTR
Seq_51772:98947417..98958942,LTR/Gypsy,11525,0,0,LTR
Seq_51772:98982230..98992815,LTR/Gypsy,10585,0,0,LTR
Seq_51772:99073166..99080555,LTR/Gypsy,7389,0,0,LTR
Seq_51772:99103549..99114237,LTR/Copia,10688,0,0,LTR
Seq_51772:99144121..99153562,LTR/Copia,9441,0,0,LTR
Seq_51772:99245401..99254833,LTR/Copia,9432,0,0,LTR
Seq_51772:99289348..99303230,LTR/Gypsy,13882,0,0,LTR
Seq_51772:99345819..99346524,DNA/DTA,705,0,0,DNA
Seq_51772:99424673..99433487,LTR/unknown,8814,0,0,LTR
Seq_51772:99437748..99451669,LTR/Gypsy,13921,0,0,LTR
Seq_51772:99455780..99465118,LTR/Copia,9338,0,0,LTR
Seq_51772:99465792..99470244,DNA/DTM,4452,0,0,DNA
Seq_51772:99469156..99478596,LTR/Copia,9440,0,0,LTR
Seq_51772:99586473..99593808,LTR/Gypsy,7335,0,0,LTR
Seq_51772:99668336..99679810,LTR/Gypsy,11474,0,0,LTR
Seq_51772:99707497..99707801,MITE/DTM,304,0,0,MITE
Seq_51772:99715212..99715516,MITE/DTM,304,0,0,MITE
Seq_51772:99804553..99813949,LTR/Copia,9396,0,0,LTR
Seq_51772:99839631..99853090,LTR/Gypsy,13459,0,0,LTR
Seq_51772:99855310..99859273,LTR/Gypsy,3963,0,0,LTR
Seq_51772:99876760..99877183,MITE/DTM,423,0,0,MITE
Seq_51773:10002607..10011317,LTR/Gypsy,8710,0,0,LTR
Seq_51773:100026495..100036670,LTR/Gypsy,10175,0,0,LTR
Seq_51773:10028702..10038130,LTR/Copia,9428,0,0,LTR
Seq_51773:100520094..100527448,LTR/Gypsy,7354,0,0,LTR
Seq_51773:100554722..100558532,DNA/DTC,3810,0,0,DNA
Seq_51773:100563730..100576892,LTR/Copia,13162,0,0,LTR
Seq_51773:10060875..10061179,MITE/DTM,304,0,0,MITE
Seq_51773:100642939..100650364,LTR/Gypsy,7425,0,0,LTR
Seq_51773:10068572..10068876,MITE/DTM,304,0,0,MITE
Seq_51773:100694415..100704005,LTR/Gypsy,9590,0,0,LTR
Seq_51773:10070038..10078664,LTR/unknown,8626,0,0,LTR
Seq_51773:100706274..100717147,LTR/Gypsy,10873,0,0,LTR
Seq_51773:100836808..100847053,LTR/Gypsy,10245,0,0,LTR
Seq_51773:100889736..100899184,LTR/Copia,9448,0,0,LTR
Seq_51773:100922919..100923422,MITE/DTA,503,0,0,MITE
Seq_51773:10094645..10106051,LTR/Gypsy,11406,0,0,LTR
Seq_51773:100958288..100958800,MITE/DTA,512,0,0,MITE
Seq_51773:101003866..101002589,DNA/Helitron,1277,0,0,DNA
Seq_51773:101172892..101174347,DNA/DTM,1455,0,0,DNA
Seq_51773:10129819..10142739,LTR/Gypsy,12920,0,0,LTR
Seq_51773:101301870..101302154,MITE/DTH,284,0,0,MITE
Seq_51773:101389676..101401094,LTR/Gypsy,11418,0,0,LTR
Seq_51773:101421621..101435623,LTR/Gypsy,14002,0,0,LTR
Seq_51773:101509336..101516744,LTR/Gypsy,7408,0,0,LTR
Seq_51773:101622049..101629417,LTR/Gypsy,7368,0,0,LTR
Seq_51773:101635274..101644833,LTR/Gypsy,9559,0,0,LTR
Seq_51773:101690111..101699734,LTR/Gypsy,9623,0,0,LTR
Seq_51773:101702669..101703197,MITE/DTA,528,0,0,MITE
Seq_51773:101775120..101784862,LTR/Gypsy,9742,0,0,LTR
Seq_51773:101833685..101843234,LTR/Gypsy,9549,0,0,LTR
Seq_51773:101986906..101994452,LTR/Gypsy,7546,0,0,LTR
Seq_51773:102000207..102002804,DNA/DTM,2597,0,0,DNA
Seq_51773:102055213..102058524,DNA/DTC,3311,3.175535124,33.21980064,DNA
Seq_51773:102081317..102090801,LTR/Gypsy,9484,0,0,LTR
Seq_51773:102111928..102122326,LTR/Gypsy,10398,0,0,LTR
Seq_51773:102126337..102135670,LTR/Copia,9333,0,0,LTR
Seq_51773:102186454..102193954,LTR/Gypsy,7500,0,0,LTR
Seq_51773:102199293..102209746,LTR/Gypsy,10453,0,0,LTR
Seq_51773:10221817..10229272,LTR/Gypsy,7455,0,0,LTR
Seq_51773:102292924..102302333,LTR/Copia,9409,0,0,LTR
Seq_51773:102403657..102397583,DNA/Helitron,6074,0,0,DNA
Seq_51773:102420582..102421142,MITE/DTH,560,0,0,MITE
Seq_51773:102469447..102488432,LTR/Gypsy,18985,0,0,LTR
Seq_51773:102474931..102482304,LTR/Gypsy,7373,0,0,LTR
Seq_51773:102662039..102671459,LTR/Copia,9420,0,0,LTR
Seq_51773:102804217..102813383,LTR/Copia,9166,0,0,LTR
Seq_51773:102852974..102848339,DNA/Helitron,4635,0,0,DNA
Seq_51773:102858721..102865972,LTR/Gypsy,7251,0,0,LTR
Seq_51773:102985173..102994526,LTR/Copia,9353,0,0,LTR
Seq_51773:10304376..10313062,LTR/unknown,8686,0,0,LTR
Seq_51773:103070562..103083355,LTR/Gypsy,12793,0,0,LTR
Seq_51773:103306119..103306315,MITE/DTM,196,0,0,MITE
Seq_51773:103348407..103357914,LTR/Copia,9507,0,0,LTR
Seq_51773:103398734..103406028,LTR/Gypsy,7294,0,0,LTR
Seq_51773:103408060..103415355,LTR/Gypsy,7295,0,0,LTR
Seq_51773:10347348..10356849,LTR/Copia,9501,0,0,LTR
Seq_51773:103475456..103484806,LTR/Copia,9350,0,0,LTR
Seq_51773:103507730..103522421,LTR/Gypsy,14691,0,0,LTR
Seq_51773:103533642..103543111,LTR/Copia,9469,0,0,LTR
Seq_51773:103701687..103706895,LTR/Gypsy,5208,3.532996235,36.95926073,LTR
Seq_51773:103707115..103717469,LTR/Copia,10354,0,0,LTR
Seq_51773:103711430..103712445,DNA/DTC,1015,0,0,DNA
Seq_51773:103728079..103737472,LTR/Gypsy,9393,0,0,LTR
Seq_51773:103743244..103743379,MITE/DTH,135,0,0,MITE
Seq_51773:10375138..10389287,LTR/Gypsy,14149,0,0,LTR
Seq_51773:103754730..103763870,LTR/Copia,9140,0,0,LTR
Seq_51773:103821749..103829119,LTR/Gypsy,7370,0,0,LTR
Seq_51773:103868162..103880104,LTR/Copia,11942,0,0,LTR
Seq_51773:103953060..103966469,LTR/Gypsy,13409,0,0,LTR
Seq_51773:103986132..103994086,LTR/Gypsy,7954,0,0,LTR
Seq_51773:104006147..104009755,DNA/DTM,3608,0,0,DNA
Seq_51773:104014952..104024301,LTR/Copia,9349,0,0,LTR
Seq_51773:104045751..104046055,MITE/DTM,304,0,0,MITE
Seq_51773:104067902..104068541,DNA/DTA,639,0,0,DNA
Seq_51773:104129921..104130176,MITE/DTT,255,0,0,MITE
Seq_51773:104164808..104174321,LTR/Copia,9513,0,0,LTR
Seq_51773:10418341..10431980,LTR/Gypsy,13639,0,0,LTR
Seq_51773:104233420..104242932,LTR/Gypsy,9512,0,0,LTR
Seq_51773:104272027..104279368,LTR/Gypsy,7341,0,0,LTR
Seq_51773:104332763..104340162,LTR/Gypsy,7399,0,0,LTR
Seq_51773:104370293..104370592,MITE/DTM,299,0,0,MITE
Seq_51773:10437232..10444573,LTR/Gypsy,7341,0,0,LTR
Seq_51773:104595977..104612474,LTR/Copia,16497,0,0,LTR
Seq_51773:104599099..104606445,LTR/Gypsy,7346,0,0,LTR
Seq_51773:10460051..10460187,MITE/DTH,136,0,0,MITE
Seq_51773:10472238..10472760,MITE/DTC,522,0,0,MITE
Seq_51773:104751888..104752404,MITE/DTA,516,0,0,MITE
Seq_51773:10479471..10488655,LTR/Copia,9184,0,0,LTR
Seq_51773:104809250..104823081,LTR/Gypsy,13831,0,0,LTR
Seq_51773:104817707..104820307,DNA/DTM,2600,0,0,DNA
Seq_51773:104837038..104846252,LTR/Copia,9214,0,0,LTR
Seq_51773:104910481..104923458,LTR/Copia,12977,0,0,LTR
Seq_51773:104923881..104924009,MITE/DTH,128,0,0,MITE
Seq_51773:104929511..104943061,LTR/Gypsy,13550,0,0,LTR
Seq_51773:104967529..104979078,LTR/Gypsy,11549,0,0,LTR
Seq_51773:105012660..105012857,MITE/DTM,197,0,0,MITE
Seq_51773:105052289..105060145,LTR/Copia,7856,0,0,LTR
Seq_51773:10508248..10518786,LTR/Gypsy,10538,0,0,LTR
Seq_51773:105125275..105137792,LTR/Copia,12517,0,0,LTR
Seq_51773:105274764..105284168,LTR/Copia,9404,0,0,LTR
Seq_51773:105320398..105321083,DNA/DTA,685,0,0,DNA
Seq_51773:105492458..105499870,LTR/Gypsy,7412,0,0,LTR
Seq_51773:105536925..105537061,MITE/DTH,136,0,0,MITE
Seq_51773:105541412..105555707,LTR/Gypsy,14295,0,0,LTR
Seq_51773:10556277..10565896,LTR/Copia,9619,0,0,LTR
Seq_51773:105619845..105632549,LTR/Copia,12704,0,0,LTR
Seq_51773:105709552..105719910,LTR/Gypsy,10358,0,0,LTR
Seq_51773:105821948..105832313,LTR/Gypsy,10365,0,0,LTR
Seq_51773:10589813..10601508,LTR/Gypsy,11695,0,0,LTR
Seq_51773:105902040..105913485,LTR/Gypsy,11445,0,0,LTR
Seq_51773:106092960..106102127,LTR/Copia,9167,0,0,LTR
Seq_51773:106191299..106204977,LTR/Gypsy,13678,0,0,LTR
Seq_51773:106281833..106291419,LTR/Gypsy,9586,0,0,LTR
Seq_51773:106376512..106387175,LTR/Gypsy,10663,0,0,LTR
Seq_51773:106429146..106440156,LTR/Gypsy,11010,0,0,LTR
Seq_51773:106469376..106476766,LTR/Gypsy,7390,0,0,LTR
Seq_51773:106521634..106535844,LTR/Copia,14210,0,0,LTR
Seq_51773:106548864..106560576,LTR/Copia,11712,0,0,LTR
Seq_51773:106575960..106585555,LTR/Gypsy,9595,0,0,LTR
Seq_51773:106637741..106649144,LTR/Gypsy,11403,0,0,LTR
Seq_51773:106737692..106747005,LTR/Copia,9313,0,0,LTR
Seq_51773:106853448..106857946,DNA/DTC,4498,0,0,DNA
Seq_51773:106892120..106898322,LTR/Copia,6202,0,0,LTR
Seq_51773:106901743..106910545,LTR/Copia,8802,0,0,LTR
Seq_51773:106941253..106952806,LTR/Gypsy,11553,0,0,LTR
Seq_51773:107046654..107058649,LTR/Copia,11995,0,0,LTR
Seq_51773:10705176..10705475,MITE/DTA,299,0,0,MITE
Seq_51773:107070304..107079453,LTR/Copia,9149,0,0,LTR
Seq_51773:107117938..107118330,MITE/DTA,392,0,0,MITE
Seq_51773:107119070..107130959,LTR/Gypsy,11889,0,0,LTR
Seq_51773:10713516..10714459,DNA/DTA,943,0,0,DNA
Seq_51773:107528418..107529154,DNA/DTA,736,0,0,DNA
Seq_51773:107669449..107672606,DNA/DTC,3157,243.1220671,2543.340347,DNA
Seq_51773:107679955..107692135,LTR/Copia,12180,0,0,LTR
Seq_51773:107780121..107789715,LTR/Gypsy,9594,0,0,LTR
Seq_51773:107818937..107826767,LTR/Copia,7830,0,0,LTR
Seq_51773:107903881..107911302,LTR/Gypsy,7421,0,0,LTR
Seq_51773:107940150..107949451,LTR/Copia,9301,0,0,LTR
Seq_51773:108022274..108029687,LTR/Gypsy,7413,0,0,LTR
Seq_51773:108046105..108053459,LTR/Gypsy,7354,0,0,LTR
Seq_51773:108135030..108135565,MITE/DTA,535,0,0,MITE
Seq_51773:108330344..108339528,LTR/Copia,9184,0,0,LTR
Seq_51773:108340861..108349379,LTR/unknown,8518,0,0,LTR
Seq_51773:108368615..108373915,LTR/Gypsy,5300,0,0,LTR
Seq_51773:108413265..108422386,LTR/Copia,9121,0,0,LTR
Seq_51773:10846017..10851219,LTR/Gypsy,5202,0,0,LTR
Seq_51773:108464382..108464899,MITE/DTA,517,0,0,MITE
Seq_51773:108574581..108581871,LTR/Gypsy,7290,0,0,LTR
Seq_51773:108582831..108591523,LTR/Copia,8692,0,0,LTR
Seq_51773:108590520..108594656,DNA/DTM,4136,0,0,DNA
Seq_51773:108594329..108595562,DNA/DTM,1233,0,0,DNA
Seq_51773:108594455..108595561,DNA/DTM,1106,0,0,DNA
Seq_51773:108662536..108676755,LTR/Gypsy,14219,0,0,LTR
Seq_51773:10870614..10879944,LTR/Copia,9330,0,0,LTR
Seq_51773:10870815..10871291,MITE/DTM,476,0,0,MITE
Seq_51773:108725996..108733338,LTR/Gypsy,7342,0,0,LTR
Seq_51773:108804395..108820089,LTR/Gypsy,15694,0,0,LTR
Seq_51773:108837424..108844774,LTR/Gypsy,7350,0,0,LTR
Seq_51773:10885205..10898726,LTR/Gypsy,13521,0,0,LTR
Seq_51773:108858317..108867868,LTR/Gypsy,9551,0,0,LTR
Seq_51773:108922846..108932295,LTR/Copia,9449,0,0,LTR
Seq_51773:108965786..108975958,LTR/Gypsy,10172,0,0,LTR
Seq_51773:109038912..109053448,LTR/Gypsy,14536,0,0,LTR
Seq_51773:109097357..109104713,LTR/Gypsy,7356,0,0,LTR
Seq_51773:10912291..10922480,LTR/Gypsy,10189,0,0,LTR
Seq_51773:109130278..109139722,LTR/Copia,9444,0,0,LTR
Seq_51773:109178082..109187513,LTR/Gypsy,9431,0,0,LTR
Seq_51773:109212685..109226904,LTR/Gypsy,14219,0,0,LTR
Seq_51773:109310089..109319664,LTR/Copia,9575,0,0,LTR
Seq_51773:109394523..109408769,LTR/Gypsy,14246,0,0,LTR
Seq_51773:109409482..109420982,LTR/Gypsy,11500,0,0,LTR
Seq_51773:109428957..109440214,LTR/Gypsy,11257,0,0,LTR
Seq_51773:109482063..109502636,LTR/unknown,20573,0,0,LTR
Seq_51773:109606043..109606537,MITE/DTH,494,0,0,MITE
Seq_51773:109693349..109702887,LTR/Copia,9538,0,0,LTR
Seq_51773:109721367..109733129,LTR/Copia,11762,0,0,LTR
Seq_51773:10981762..10991205,LTR/Copia,9443,0,0,LTR
Seq_51773:109871420..109881267,LTR/Gypsy,9847,0,0,LTR
Seq_51773:109935616..109936154,MITE/DTA,538,0,0,MITE
Seq_51773:109936898..109937436,MITE/DTA,538,0,0,MITE
Seq_51773:110004225..110017735,LTR/Gypsy,13510,0,0,LTR
Seq_51773:110041705..110051005,LTR/Copia,9300,0,0,LTR
Seq_51773:110088134..110088439,MITE/DTM,305,0,0,MITE
Seq_51773:110137599..110149844,LTR/Gypsy,12245,0,0,LTR
Seq_51773:110172102..110182017,LTR/Gypsy,9915,0,0,LTR
Seq_51773:110186644..110193945,LTR/Gypsy,7301,0,0,LTR
Seq_51773:110288403..110289223,DNA/DTC,820,0,0,DNA
Seq_51773:110389878..110390792,DNA/DTA,914,0,0,DNA
Seq_51773:110552476..110568702,LTR/unknown,16226,0,0,LTR
Seq_51773:110569862..110581534,LTR/Gypsy,11672,0,0,LTR
Seq_51773:110587992..110601699,LTR/Gypsy,13707,0,0,LTR
Seq_51773:110601990..110610206,LTR/Copia,8216,0,0,LTR
Seq_51773:110639025..110639903,DNA/DTA,878,0,0,DNA
Seq_51773:110651500..110653283,DNA/DTM,1783,0,0,DNA
Seq_51773:110695906..110703311,LTR/Gypsy,7405,0,0,LTR
Seq_51773:110767891..110771722,DNA/DTC,3831,0,0,DNA
Seq_51773:110867044..110871538,DNA/DTC,4494,0,0,DNA
Seq_51773:110892250..110905080,LTR/Gypsy,12830,0,0,LTR
Seq_51773:110935423..110935719,MITE/DTM,296,0,0,MITE
Seq_51773:11099646..11100028,MITE/DTM,382,0,0,MITE
Seq_51773:11099647..11100027,MITE/DTM,380,0,0,MITE
Seq_51773:111117851..111118155,MITE/DTM,304,0,0,MITE
Seq_51773:111125564..111125868,MITE/DTM,304,0,0,MITE
Seq_51773:111127044..111132179,LTR/Gypsy,5135,0,0,LTR
Seq_51773:111140580..111149927,LTR/Gypsy,9347,0,0,LTR
Seq_51773:111189934..111197435,LTR/Gypsy,7501,0,0,LTR
Seq_51773:111213946..111226568,LTR/Gypsy,12622,0,0,LTR
Seq_51773:111247074..111257914,LTR/unknown,10840,0,0,LTR
Seq_51773:111262105..111271320,LTR/Copia,9215,0,0,LTR
Seq_51773:111303718..111315398,LTR/Gypsy,11680,0,0,LTR
Seq_51773:111349406..111357939,LTR/unknown,8533,0,0,LTR
Seq_51773:111361855..111371736,LTR/Gypsy,9881,0,0,LTR
Seq_51773:111386253..111397802,LTR/Gypsy,11549,0,0,LTR
Seq_51773:111399026..111416200,LTR/Copia,17174,0,0,LTR
Seq_51773:111419146..111429601,LTR/Gypsy,10455,0,0,LTR
Seq_51773:111486676..111500427,LTR/Gypsy,13751,0,0,LTR
Seq_51773:111553203..111560653,LTR/Gypsy,7450,0,0,LTR
Seq_51773:111571809..111581074,LTR/Copia,9265,0,0,LTR
Seq_51773:111577381..111591277,LTR/Copia,13896,0,0,LTR
Seq_51773:111595007..111604067,LTR/Copia,9060,0,0,LTR
Seq_51773:11165602..11178746,LTR/Gypsy,13144,0,0,LTR
Seq_51773:111656762..111657065,MITE/DTM,303,0,0,MITE
Seq_51773:11168457..11177818,LTR/Gypsy,9361,0,0,LTR
Seq_51773:111804964..111809967,DNA/DTM,5003,0,0,DNA
Seq_51773:111805162..111810181,DNA/DTM,5019,0,0,DNA
Seq_51773:111878097..111873156,DNA/Helitron,4941,11.70372037,122.4345638,DNA
Seq_51773:111890581..111898450,LTR/Copia,7869,0,0,LTR
Seq_51773:111900208..111910599,LTR/Gypsy,10391,0,0,LTR
Seq_51773:111943934..111954248,LTR/Gypsy,10314,0,0,LTR
Seq_51773:112046958..112048500,DNA/DTC,1542,0,0,DNA
Seq_51773:112067874..112075490,LTR/Gypsy,7616,0,0,LTR
Seq_51773:112120927..112121063,MITE/DTH,136,0,0,MITE
Seq_51773:112122268..112131717,LTR/Copia,9449,0,0,LTR
Seq_51773:11215597..11215958,MITE/DTM,361,0,0,MITE
Seq_51773:112166555..112166643,MITE/DTM,88,0,0,MITE
Seq_51773:112183541..112193022,LTR/Gypsy,9481,0,0,LTR
Seq_51773:112212962..112213522,MITE/DTA,560,0,0,MITE
Seq_51773:11221618..11229009,LTR/Gypsy,7391,0,0,LTR
Seq_51773:112222047..112234657,LTR/Gypsy,12610,0,0,LTR
Seq_51773:112330394..112330642,MITE/DTM,248,0,0,MITE
Seq_51773:112343173..112352000,LTR/Copia,8827,0,0,LTR
Seq_51773:112378786..112381657,DNA/DTM,2871,0,0,DNA
Seq_51773:11239856..11240236,MITE/DTM,380,0,0,MITE
Seq_51773:112473004..112475117,LTR/Copia,2113,0,0,LTR
Seq_51773:112551302..112551459,MITE/DTA,157,0,0,MITE
Seq_51773:11256516..11265982,LTR/Copia,9466,0,0,LTR
Seq_51773:112584731..112594147,LTR/Copia,9416,0,0,LTR
Seq_51773:112626731..112627034,MITE/DTM,303,0,0,MITE
Seq_51773:112733446..112742849,LTR/Copia,9403,0,0,LTR
Seq_51773:112782238..112792250,LTR/Gypsy,10012,0,0,LTR
Seq_51773:112852824..112863231,LTR/Gypsy,10407,0,0,LTR
Seq_51773:112979352..112994267,LTR/Gypsy,14915,0,0,LTR
Seq_51773:112985785..112993187,LTR/Gypsy,7402,0,0,LTR
Seq_51773:113020499..113027813,LTR/Gypsy,7314,0,0,LTR
Seq_51773:113107750..113117863,LTR/Gypsy,10113,0,0,LTR
Seq_51773:113125687..113132990,LTR/Gypsy,7303,0,0,LTR
Seq_51773:113192136..113206165,LTR/Gypsy,14029,0,0,LTR
Seq_51773:113208196..113217334,LTR/Copia,9138,0,0,LTR
Seq_51773:113236319..113247816,LTR/Copia,11497,0,0,LTR
Seq_51773:113353272..113353904,DNA/DTA,632,0,0,DNA
Seq_51773:113381133..113392928,LTR/Gypsy,11795,0,0,LTR
Seq_51773:113426603..113438325,LTR/Gypsy,11722,0,0,LTR
Seq_51773:113547784..113565748,LTR/Gypsy,17964,0,0,LTR
Seq_51773:113647853..113655283,LTR/Gypsy,7430,0,0,LTR
Seq_51773:113658319..113665482,LTR/Copia,7163,0,0,LTR
Seq_51773:113679929..113689171,LTR/Copia,9242,0,0,LTR
Seq_51773:113703484..113711982,LTR/unknown,8498,0,0,LTR
Seq_51773:113821945..113830800,LTR/Copia,8855,0,0,LTR
Seq_51773:113859008..113866322,LTR/Gypsy,7314,0,0,LTR
Seq_51773:113912186..113921595,LTR/Copia,9409,0,0,LTR
Seq_51773:113924879..113934401,LTR/Copia,9522,0,0,LTR
Seq_51773:113993854..113997623,DNA/DTC,3769,0,0,DNA
Seq_51773:114082894..114083087,MITE/DTM,193,0,0,MITE
Seq_51773:114087107..114093404,LTR/Copia,6297,0,0,LTR
Seq_51773:114121504..114128765,LTR/Gypsy,7261,0,0,LTR
Seq_51773:114197650..114197965,MITE/DTM,315,0,0,MITE
Seq_51773:114207341..114207867,MITE/DTA,526,0,0,MITE
Seq_51773:11427621..11443864,LTR/Copia,16243,0,0,LTR
Seq_51773:114342862..114343556,DNA/DTA,694,0,0,DNA
Seq_51773:114381559..114390958,LTR/Copia,9399,0,0,LTR
Seq_51773:114612767..114629505,LTR/Copia,16738,0,0,LTR
Seq_51773:114632894..114642068,LTR/Copia,9174,0,0,LTR
Seq_51773:114661065..114672796,LTR/Gypsy,11731,0.448137277,4.688038527,LTR
Seq_51773:114711416..114718889,LTR/Gypsy,7473,0,0,LTR
Seq_51773:114752855..114760184,LTR/Gypsy,7329,0,0,LTR
Seq_51773:114852986..114857978,DNA/DTM,4992,0,0,DNA
Seq_51773:11485499..11494975,LTR/Copia,9476,0,0,LTR
Seq_51773:114865339..114872771,LTR/Gypsy,7432,0,0,LTR
Seq_51773:114921026..114930555,LTR/Copia,9529,0,0,LTR
