,0,1,2,3,4,5,6,7,8,9
413,TE_00005216_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00005216
414,TE_00005227_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale,1,1,TE_00005227
415,TE_00005228_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00005228
416,TE_00005233_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale,1,1,TE_00005233
417,TE_00005248_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005248
418,TE_00005266_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00005266
419,TE_00005277_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00005277
420,TE_00005298_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00005298
421,TE_00005301_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,-,RH|Ogre,1,1,TE_00005301
422,TE_00005305_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00005305
423,TE_00005321_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00005321
424,TE_00005329_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00005329
425,TE_00005355_INT#LTR/Copia,LTR,Copia,Angela,0,+,GAG|Angela PROT|Angela INT|Angela RH|Angela,4,1,TE_00005355
426,TE_00005356_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00005356
427,TE_00005364_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,PROT|Retand INT|Retand,2,1,TE_00005364
428,TE_00005366_INT#LTR/unknown,LTR,Copia,Ale,0,+,INT|Ale,1,1,TE_00005366
429,TE_00005378_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand PROT|Retand aRH|Retand INT|Retand,4,1,TE_00005378
430,TE_00005391_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00005391
431,TE_00005417_INT#LTR/Copia,LTR,Copia,Angela,0,+,RH|Angela,1,1,TE_00005417
432,TE_00005450_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00005450
433,TE_00005465_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,-,RT|CRM,1,1,TE_00005465
434,TE_00005490_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005490
435,TE_00005502_INT#LTR/Gypsy,LTR,Gypsy,TatII,0,-,aRH|TatII,1,1,TE_00005502
436,TE_00005512_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005512
437,TE_00005516_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,GAG|Retand,1,1,TE_00005516
438,TE_00005523_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005523
439,TE_00005526_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand RH|Retand INT|Retand,3,1,TE_00005526
440,TE_00005529_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005529
441,TE_00005538_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00005538
442,TE_00005539_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00005539
443,TE_00005557_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina,5,1,TE_00005557
444,TE_00005591_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00005591
445,TE_00005594_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay CHD|Tekay,3,1,TE_00005594
446,TE_00005598_LTR#LTR/Gypsy,LTR,Gypsy,CRM,0,+,CHDCR|CRM,1,2,TE_00005598
447,TE_00005602_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00005602
448,TE_00005606_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005606
449,TE_00005618_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM RT|CRM,2,1,TE_00005618
450,TE_00005628_INT#LTR/unknown,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005628
451,TE_00005637_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005637
452,TE_00005643_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00005643
453,TE_00005651_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00005651
454,TE_00005652_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay CHD|Tekay,3,1,TE_00005652
455,TE_00005655_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00005655
456,TE_00005680_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00005680
457,TE_00005684_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00005684
458,TE_00005690_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale RT|Ale RH|Ale,4,1,TE_00005690
459,TE_00005699_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00005699
460,TE_00005753_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005753
461,TE_00005765_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00005765
462,TE_00005781_INT#LTR/Copia,LTR,Copia,Bianca,1,+,GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,5,1,TE_00005781
463,TE_00005790_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00005790
464,TE_00005794_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00005794
465,TE_00005815_INT#LTR/Copia,LTR,Copia,Bianca,0,+,PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,4,1,TE_00005815
466,TE_00005818_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00005818
467,TE_00005827_INT#LTR/unknown,LTR,Copia,Bianca,0,-,RH|Bianca,1,1,TE_00005827
468,TE_00005831_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RT|Reina RH|Reina CHD|Reina,5,1,TE_00005831
469,TE_00005835_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00005835
470,TE_00005842_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005842
471,TE_00005845_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale RT|Ale RH|Ale,4,1,TE_00005845
472,TE_00005852_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00005852
473,TE_00005866_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005866
474,TE_00005869_INT#LTR/Copia,LTR,Copia,Bianca,0,+,PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,4,1,TE_00005869
475,TE_00005871_LTR#LTR/Copia,LTR,Gypsy,Retand,0,-,GAG|Retand,1,2,TE_00005871
476,TE_00005879_LTR#LTR/Copia,LTR,Gypsy,Retand,0,-,GAG|Retand,1,2,TE_00005879
477,TE_00005882_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00005882
478,TE_00005892_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00005892
479,TE_00005898_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00005898
480,TE_00005899_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00005899
481,TE_00005910_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00005910
482,TE_00005913_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana,1,1,TE_00005913
483,TE_00005936_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00005936
484,TE_00005955_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00005955
485,TE_00005975_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00005975
486,TE_00005992_INT#LTR/Copia,LTR,Copia,Ivana,0,+,RH|Ivana,1,1,TE_00005992
487,TE_00005997_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00005997
488,TE_00006002_LTR#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana PROT|Ivana INT|Ivana,3,2,TE_00006002
489,TE_00006005_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00006005
490,TE_00006019_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale,1,1,TE_00006019
491,TE_00006021_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006021
492,TE_00006024_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00006024
493,TE_00006029_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00006029
494,TE_00006039_INT#LTR/Copia,LTR,Copia,Ivana,0,+,RT|Ivana RH|Ivana,2,1,TE_00006039
495,TE_00006046_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00006046
496,TE_00006050_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006050
497,TE_00006071_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RT|Retand,1,1,TE_00006071
498,TE_00006099_LTR#LTR/unknown,LTR,Copia,SIRE,0,-,RH|SIRE,1,2,TE_00006099
499,TE_00006104_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00006104
500,TE_00006111_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006111
501,TE_00006117_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00006117
502,TE_00006129_INT#LTR/unknown,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00006129
503,TE_00006150_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00006150
504,TE_00006174_INT#LTR/unknown,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00006174
505,TE_00006198_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay CHD|Tekay,2,1,TE_00006198
506,TE_00006203_INT#LTR/Gypsy,LTR,Gypsy,TatII,0,+,aRH|TatII,1,1,TE_00006203
507,TE_00006204_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00006204
508,TE_00006210_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand INT|Retand,2,1,TE_00006210
509,TE_00006213_LTR#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,RT|Tekay RH|Tekay INT|Tekay,3,2,TE_00006213
510,TE_00006230_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00006230
511,TE_00006236_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00006236
512,TE_00006246_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00006246
513,TE_00006267_INT#LTR/Copia,LTR,Copia,Angela,0,+,PROT|Angela INT|Angela RT|Angela RH|Angela,4,1,TE_00006267
514,TE_00006275_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00006275
515,TE_00006288_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay CHD|Tekay,2,1,TE_00006288
516,TE_00006292_INT#LTR/unknown,LTR,Gypsy,Tekay,0,-,CHD|Tekay,1,1,TE_00006292
517,TE_00006307_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00006307
518,TE_00006308_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00006308
519,TE_00006315_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina,2,1,TE_00006315
520,TE_00006319_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00006319
521,TE_00006325_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00006325
522,TE_00006326_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00006326
523,TE_00006333_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006333
524,TE_00006351_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00006351
525,TE_00006355_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale,1,1,TE_00006355
526,TE_00006357_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,RT|CRM,1,1,TE_00006357
527,TE_00006370_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006370
528,TE_00006374_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00006374
529,TE_00006380_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00006380
530,TE_00006385_INT#LTR/unknown,LTR,Copia,Bianca,0,-,RH|Bianca,1,1,TE_00006385
531,TE_00006396_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay CHD|Tekay,3,1,TE_00006396
532,TE_00006400_INT#LTR/unknown,LTR,Gypsy,Tekay,0,-,INT|Tekay,1,1,TE_00006400
533,TE_00006420_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00006420
534,TE_00006457_INT#LTR/unknown,LTR,Copia,Angela,0,+,PROT|Angela INT|Angela,2,1,TE_00006457
535,TE_00006460_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00006460
536,TE_00006464_INT#LTR/Copia,LTR,Copia,Ivana,0,+,RT|Ivana RH|Ivana,2,1,TE_00006464
537,TE_00006472_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,GAG|Ikeros PROT|Ikeros INT|Ikeros RH|Ikeros,4,1,TE_00006472
538,TE_00006487_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006487
539,TE_00006488_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00006488
540,TE_00006496_INT#LTR/Copia,LTR,Copia,Ale,0,+,INT|Ale RT|Ale RH|Ale,3,1,TE_00006496
541,TE_00006517_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00006517
542,TE_00006518_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00006518
543,TE_00006523_LTR#LTR/Copia,LTR,Copia,SIRE,0,+,PROT|SIRE,1,2,TE_00006523
544,TE_00006530_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina INT|Reina CHD|Reina,4,1,TE_00006530
545,TE_00006541_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00006541
546,TE_00006546_LTR#LTR/Copia,LTR,Copia,TAR,0,+,RH|TAR,1,2,TE_00006546
547,TE_00006548_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00006548
548,TE_00006557_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00006557
549,TE_00006598_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00006598
550,TE_00006599_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00006599
551,TE_00006600_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00006600
552,TE_00006602_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006602
553,TE_00006613_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00006613
554,TE_00006643_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00006643
555,TE_00006663_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00006663
556,TE_00006672_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00006672
557,TE_00006687_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00006687
558,TE_00006698_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006698
559,TE_00006711_INT#LTR/Copia,LTR,Copia,Bianca,0,+,PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,4,1,TE_00006711
560,TE_00006719_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,RT|Ogre,1,1,TE_00006719
561,TE_00006721_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand INT|Retand,2,1,TE_00006721
562,TE_00006723_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,RH|Reina,1,1,TE_00006723
563,TE_00006732_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00006732
564,TE_00006750_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00006750
565,TE_00006751_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006751
566,TE_00006753_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00006753
567,TE_00006763_INT#LTR/Copia,LTR,Copia,Bianca,0,+,GAG|Bianca,1,1,TE_00006763
568,TE_00006776_INT#LTR/unknown,LTR,Copia,Ale,0,+,GAG|Ale RH|Ale,2,1,TE_00006776
569,TE_00006794_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00006794
570,TE_00006801_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00006801
571,TE_00006804_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00006804
572,TE_00006820_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00006820
573,TE_00006835_INT#LTR/Copia,LTR,Copia,TAR,0,+,GAG|TAR,1,1,TE_00006835
574,TE_00006845_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RH|Retand,1,1,TE_00006845
575,TE_00006847_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00006847
576,TE_00006853_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00006853
577,TE_00006879_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00006879
578,TE_00006880_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006880
579,TE_00006885_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00006885
580,TE_00006892_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00006892
581,TE_00006897_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00006897
582,TE_00006900_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RT|Reina RH|Reina CHD|Reina,5,1,TE_00006900
583,TE_00006903_INT#LTR/unknown,LTR,Gypsy,Tekay,0,-,CHD|Tekay,1,1,TE_00006903
584,TE_00006909_LTR#LTR/Gypsy,LTR,Gypsy,CRM,0,+,CHDCR|CRM,1,2,TE_00006909
585,TE_00006941_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00006941
586,TE_00006945_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00006945
587,TE_00006966_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,PROT|Retand RH|Retand INT|Retand,3,1,TE_00006966
588,TE_00006967_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00006967
589,TE_00006980_LTR#LTR/Copia,LTR,Copia,SIRE,0,-,RT|SIRE,1,2,TE_00006980
590,TE_00006984_LTR#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,RH|Tekay,1,2,TE_00006984
591,TE_00006990_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RT|Retand aRH|Retand,2,1,TE_00006990
592,TE_00006992_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,INT|Ikeros,1,1,TE_00006992
593,TE_00006999_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00006999
594,TE_00007023_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00007023
595,TE_00007046_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00007046
596,TE_00007052_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00007052
597,TE_00007057_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00007057
598,TE_00007060_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00007060
599,TE_00007061_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00007061
600,TE_00007064_INT#LTR/unknown,LTR,Gypsy,Ogre,0,+,RH|Ogre INT|Ogre,2,1,TE_00007064
601,TE_00007067_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand INT|Retand,2,1,TE_00007067
602,TE_00007068_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,PROT|Ogre RT|Ogre RH|Ogre INT|Ogre,4,1,TE_00007068
603,TE_00007076_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,GAG|Ikeros PROT|Ikeros INT|Ikeros RH|Ikeros,4,1,TE_00007076
604,TE_00007078_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,INT|Reina CHD|Reina,2,1,TE_00007078
605,TE_00007080_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00007080
606,TE_00007083_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00007083
607,TE_00007086_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00007086
608,TE_00007087_INT#LTR/Copia,LTR,Copia,Ivana,0,+,RT|Ivana RH|Ivana,2,1,TE_00007087
609,TE_00007094_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007094
610,TE_00007114_INT#LTR/unknown,LTR,Gypsy,Retand,0,-,GAG|Retand,1,1,TE_00007114
611,TE_00007117_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00007117
612,TE_00007118_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00007118
613,TE_00007121_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00007121
614,TE_00007128_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,PROT|Retand INT|Retand,2,1,TE_00007128
615,TE_00007150_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00007150
616,TE_00007169_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00007169
617,TE_00007179_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00007179
618,TE_00007184_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007184
619,TE_00007185_INT#LTR/Copia,LTR,Copia,Angela,0,+,PROT|Angela INT|Angela RT|Angela RH|Angela,4,1,TE_00007185
