#id	length	evalue	coverge	probability	score
TE_00008675_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	27	1.3e-07	32.5	0.95	25.3
TE_00008692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	52	4.8e-13	36.7	0.97	42.8
TE_00008692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	4e-25	100.0	1.0	81.9
TE_00008692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	27	5.2e-08	31.2	0.94	26.6
TE_00008693_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	173	3.3e-73	55.2	0.99	239.8
TE_00008693_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	9.9e-19	100.0	0.88	61.2
TE_00008694_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	116	2.1e-35	35.0	0.95	116.2
TE_00008703_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.8e-35	100.0	0.99	115.7
TE_00008703_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.4e-24	100.0	0.99	79.9
TE_00008703_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.7e-87	100.0	1.0	284.6
TE_00008703_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	132	7.8e-52	84.1	0.98	169.0
TE_00008703_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	4.9e-144	100.0	1.0	472.4
TE_00008703_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	9.3e-16	98.7	0.89	51.6
TE_00008718_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	47	0.00024	52.2	0.95	15.2
TE_00008718_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	6.5e-19	100.0	0.94	62.0
TE_00008718_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	86	1.7e-21	40.7	0.94	70.4
TE_00008718_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	176	2e-72	63.4	0.98	237.0
TE_00008718_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	90	7.7e-27	63.8	0.93	87.6
TE_00008733_INT#LTR/unknown|Class_I/LINE:LINE-RT	159	4e-48	57.7	0.97	157.4
TE_00008736_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	1.3e-17	100.0	0.87	57.6
TE_00008736_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	2.5e-35	100.0	0.98	115.3
TE_00008760_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	61	1.6e-26	78.7	0.97	86.1
TE_00008762_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.1e-35	100.0	0.99	116.4
TE_00008762_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.3e-25	100.0	1.0	83.2
TE_00008762_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.5e-86	100.0	1.0	282.2
TE_00008762_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.6e-63	100.0	1.0	206.9
TE_00008762_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	8e-146	100.0	1.0	478.3
TE_00008762_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	69	3.3e-17	98.7	0.9	56.3
TE_00008771_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.6e-08	100.0	0.95	28.6
TE_00008771_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	97	8.8e-19	47.9	0.92	61.5
TE_00008771_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	97	9e-39	36.2	0.99	126.8
TE_00008771_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	125	1.7e-46	100.0	0.95	151.1
TE_00008774_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-GAG	90	1.2e-49	100.0	1.0	160.4
TE_00008774_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-PROT	49	6.6e-26	63.5	0.98	83.9
TE_00008774_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-INT	197	3.1e-126	100.0	1.0	412.4
TE_00008774_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-RT	153	2.4e-68	56.6	0.96	223.9
TE_00008774_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-RH	122	7.1e-70	89.9	0.98	226.6
TE_00008811_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	164	7e-72	52.7	0.99	236.1
TE_00008811_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	121	3.1e-48	100.0	0.99	156.6
TE_00008815_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.8e-25	98.6	0.99	82.1
TE_00008815_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	201	2.3e-108	100.0	0.99	354.0
TE_00008815_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	260	1e-140	100.0	0.99	461.3
TE_00008815_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	9.8e-70	100.0	1.0	226.0
TE_00008825_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	191	8e-74	73.5	0.99	241.6
TE_00008825_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.9e-41	100.0	0.96	134.8
TE_00008862_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	3.6e-29	100.0	0.98	95.4
TE_00008862_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	73	5.4e-22	100.0	0.98	71.6
TE_00008862_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	92	1e-44	52.0	0.96	146.0
TE_00008862_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.1e-58	100.0	1.0	189.8
TE_00008862_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	294	2.9e-134	93.2	0.98	440.4
TE_00008864_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	115	3.9e-57	89.8	0.97	185.5
TE_00008869_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	47	1.3e-15	37.2	0.96	51.3
TE_00008870_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	37	1.3e-09	29.8	0.96	31.8
TE_00008870_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	77	9.1e-31	23.2	0.97	101.0
TE_00008872_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	213	2.3e-73	66.6	0.96	241.0
TE_00008882_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	63	7.8e-10	33.8	0.91	32.4
TE_00008886_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.5e-24	98.6	0.99	79.2
TE_00008886_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	201	2e-108	100.0	0.99	354.2
TE_00008886_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	260	1.1e-141	100.0	0.99	464.4
TE_00008886_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	1.3e-68	100.0	1.0	222.3
TE_00008901_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	7.5e-13	100.0	0.94	42.5
TE_00008901_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	76	1.9e-19	100.0	0.96	63.7
TE_00008901_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	81	1e-22	40.2	0.93	74.4
TE_00008912_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	111	3.7e-21	26.7	0.9	69.4
TE_00008912_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	119	5.3e-39	99.2	0.99	126.7
TE_00008916_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	83	4.8e-23	24.4	0.94	75.7
TE_00008928_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	60	5.1e-17	30.5	0.95	55.7
TE_00008931_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	3.5e-32	88.9	0.95	105.1
TE_00008931_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	66	1.4e-09	100.0	0.85	31.8
TE_00008931_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	148	3.7e-60	98.6	0.98	196.0
TE_00008931_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	274	2.2e-115	81.8	0.94	378.3
TE_00008931_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	5.9e-17	100.0	0.89	55.5
TE_00008944_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1.2e-14	98.9	0.94	48.3
TE_00008944_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	3.4e-20	100.0	0.96	66.1
TE_00008944_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	71	3e-12	29.9	0.92	40.2
TE_00008944_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	4.2e-117	100.0	0.99	383.5
TE_00008944_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	32	8.1e-14	25.2	0.98	45.5
TE_00008957_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	5.4e-51	100.0	0.99	165.5
TE_00008957_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	1.4e-18	100.0	0.99	60.9
TE_00008977_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	133	7.9e-44	40.5	0.97	143.9
TE_00008978_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	51	1.1e-20	42.1	0.99	67.6
TE_00008987_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	69	8.5e-21	88.3	0.96	67.5
TE_00009002_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	151	2.7e-47	76.8	0.98	154.6
TE_00009002_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	161	1.6e-58	58.8	0.96	191.5
TE_00009002_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	81	6.5e-15	41.7	0.88	49.0
TE_00009006_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	63	1.1e-26	84.0	0.99	86.6
TE_00009010_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	8e-38	100.0	0.97	122.9
TE_00009010_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	85	1.6e-07	23.8	0.9	24.6
TE_00009048_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	27	3.9e-07	31.2	0.9	23.8
TE_00009060_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	95	5.8e-30	79.5	0.98	98.0
TE_00009060_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	36	5.6e-05	47.3	0.97	17.1
TE_00009066_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	46	3.9e-09	23.6	0.92	30.0
TE_00009074_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	99	9.1e-37	77.7	0.97	119.5
TE_00009077_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	83	4.3e-32	46.6	0.98	104.8
TE_00009084_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	93	3.4e-26	73.1	0.97	85.6
TE_00009084_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	55	5.1e-21	69.3	0.97	68.5
TE_00009086_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	120	7.5e-31	98.3	0.98	100.4
TE_00009089_LTR#LTR/Copia|Class_I/LINE:LINE-ENDO	160	1.8e-23	72.8	0.82	77.1
TE_00009091_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	26	5.4e-09	31.2	0.96	29.7
TE_00009109_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	53	6.2e-07	20.3	0.88	22.7
TE_00009114_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	107	3.7e-22	33.1	0.98	72.7
TE_00009140_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	82	1.1e-20	83.9	0.96	67.4
TE_00009141_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	58	2.2e-22	22.4	0.96	73.6
TE_00009145_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	62	2e-09	23.8	0.95	30.9
TE_00009148_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	125	5.5e-33	88.5	0.96	107.5
TE_00009148_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	2e-34	100.0	1.0	111.5
TE_00009160_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	192	2.5e-76	59.2	0.96	250.7
TE_00009160_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	68	3e-58	24.1	0.94	191.0
TE_00009160_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	43	1.6e-05	45.6	0.92	19.1
TE_00009160_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	4.9e-35	99.2	0.95	113.9
TE_00009169_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	188	1.3e-54	61.1	0.96	179.4
TE_00009186_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.6e-33	100.0	0.96	107.9
TE_00009186_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.5e-23	100.0	0.99	76.5
TE_00009186_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	76	1.5e-26	49.0	0.98	87.0
TE_00009186_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	125	1.7e-55	37.7	0.98	181.6
TE_00009186_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	9.7e-22	97.4	0.92	70.8
TE_00009196_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	88	1.7e-24	46.2	0.92	80.2
TE_00009200_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	108	1.3e-24	33.8	0.98	80.8
TE_00009205_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	117	1.3e-40	97.5	0.98	131.9
TE_00009217_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	36	6.9e-09	29.8	0.98	29.5
TE_00009223_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	242	1.3e-74	65.9	0.95	245.1
TE_00009236_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	59	6.6e-08	54.9	0.9	26.7
TE_00009246_LTR#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	83	3.9e-19	88.2	0.93	62.5
TE_00009252_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	69	2.6e-24	100.0	0.99	79.2
TE_00009252_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	8.5e-72	100.0	0.96	234.5
TE_00009252_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.3e-119	100.0	0.99	390.4
TE_00009252_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	115	1.3e-56	89.8	0.96	183.8
TE_00009302_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	7.4e-39	100.0	1.0	125.7
TE_00009307_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	4.7e-46	100.0	0.98	149.5
TE_00009308_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	1.2e-37	100.0	1.0	121.8
TE_00009316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2e-37	100.0	0.99	122.0
TE_00009316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.6e-22	100.0	0.97	73.3
TE_00009316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.5e-83	100.0	1.0	271.7
TE_00009316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	90	1.1e-26	54.5	0.96	87.4
TE_00009316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.8e-151	100.0	1.0	496.8
TE_00009316_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.1e-15	98.7	0.89	51.3
TE_00009320_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	69	2.7e-20	90.7	0.98	66.4
TE_00009329_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	6.2e-52	100.0	1.0	168.8
TE_00009333_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	86	1.2e-26	67.7	0.96	87.0
TE_00009333_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	1.9e-31	100.0	1.0	101.9
TE_00009349_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	98	2.3e-32	30.5	0.96	106.2
TE_00009356_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	2e-29	100.0	0.97	95.5
TE_00009356_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	125	3.9e-35	100.0	0.92	114.5
TE_00009363_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	266	1.6e-99	83.3	0.95	326.9
TE_00009363_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	83	1.5e-65	31.2	0.8	214.8
TE_00009363_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	7.2e-74	100.0	0.98	240.8
TE_00009392_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	103	1.2e-13	100.0	0.83	45.1
TE_00009392_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	69	2.4e-22	100.0	0.98	72.9
TE_00009392_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	3.5e-87	100.0	0.98	284.7
TE_00009392_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	120	1.9e-43	44.7	0.96	142.1
TE_00009392_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	4.9e-59	100.0	1.0	191.6
TE_00009397_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.4e-29	100.0	1.0	95.2
TE_00009397_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	3.9e-111	100.0	1.0	363.1
TE_00009397_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	175	4.6e-87	66.4	0.98	285.4
TE_00009397_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	5.3e-68	100.0	1.0	220.4
TE_00009400_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	94	3.1e-21	69.7	0.92	69.4
TE_00009400_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	57	1.7e-38	22.4	0.94	126.3
TE_00009400_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	251	3.5e-77	71.1	0.92	253.5
TE_00009416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	4.5e-17	100.0	0.98	56.0
TE_00009416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	3.1e-26	100.0	0.99	85.4
TE_00009416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	7.8e-79	100.0	0.97	257.5
TE_00009416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	202	1.2e-89	77.8	0.98	293.4
TE_00009416_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.5e-58	100.0	0.99	187.8
TE_00009442_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-GAG	123	4.5e-44	100.0	0.99	143.0
TE_00009455_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	41	1.3e-08	45.5	0.98	28.5
TE_00009470_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	90	1.4e-26	100.0	0.97	86.4
TE_00009470_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	3.1e-34	100.0	1.0	110.8
TE_00009470_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	130	1.1e-61	61.8	0.99	201.5
TE_00009470_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	58	4.7e-23	21.3	0.97	75.3
TE_00009470_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	129	3.5e-66	100.0	1.0	214.9
TE_00009473_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	48	0.00066	24.6	0.77	13.4
TE_00009480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	106	5e-29	85.5	0.96	94.9
TE_00009480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.3e-66	100.0	1.0	216.9
TE_00009480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	2.6e-137	98.4	0.99	450.3
TE_00009480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	9.1e-22	100.0	0.9	70.9
TE_00009481_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.9e-27	100.0	0.99	87.5
TE_00009481_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.8e-92	100.0	1.0	300.4
TE_00009483_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	3.5e-35	100.0	0.98	114.8
TE_00009483_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.3e-25	100.0	0.99	82.4
TE_00009483_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.8e-95	100.0	1.0	310.1
TE_00009483_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.8e-66	100.0	1.0	215.8
