sample_id,sample_download_link,sample_tissue,sample_project_number,sample_description
SRR572132,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572132/SRR572132.fastq.gz,seed,PRJNA174231,Oh43 maize whole seed 36 days after pollination
SRR572135,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572135/SRR572135.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 12 days after pollination
SRR572136,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572136/SRR572136.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 12 days after pollination
SRR572137,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572137/SRR572137.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 16 days after pollination
SRR572138,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572138/SRR572138.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 16 days after pollination
SRR572139,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572139/SRR572139.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 20 days after pollination
SRR572140,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572140/SRR572140.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 20 days after pollination
SRR572141,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572141/SRR572141.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 24 days after pollination
SRR572142,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572142/SRR572142.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 24 days after pollination
SRR572143,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572143/SRR572143.fastq.gz,seed,PRJNA174231,Oh7B_30_S
SRR572144,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572144/SRR572144.fastq.gz,seed,PRJNA174231,Oh7B_30_S
SRR572145,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572145/SRR572145.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 36 days after pollination
SRR572146,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572146/SRR572146.fastq.gz,seed,PRJNA174231,Oh7B maize whole seed 36 days after pollination
SRR572148,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572148/SRR572148.fastq.gz,seed,PRJNA174231,P39 maize whole seed 12 days after pollination
SRR572149,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572149/SRR572149.fastq.gz,seed,PRJNA174231,P39 maize whole seed 12 days after pollination
SRR572150,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572150/SRR572150.fastq.gz,seed,PRJNA174231,P39 maize whole seed 16 days after pollination
SRR572151,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572151/SRR572151.fastq.gz,seed,PRJNA174231,P39 maize whole seed 16 days after pollination
SRR572152,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572152/SRR572152.fastq.gz,seed,PRJNA174231,P39 maize whole seed 20 days after pollination
SRR572153,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572153/SRR572153.fastq.gz,seed,PRJNA174231,P39 maize whole seed 20 days after pollination
SRR572154,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572154/SRR572154.fastq.gz,seed,PRJNA174231,P39 maize whole seed 24 days after pollination
SRR572155,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572155/SRR572155.fastq.gz,seed,PRJNA174231,P39 maize whole seed 24 days after pollination
SRR572156,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572156/SRR572156.fastq.gz,seed,PRJNA174231,P39 maize whole seed 30 days after pollination
SRR572157,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572157/SRR572157.fastq.gz,seed,PRJNA174231,P39 maize whole seed 30 days after pollination
SRR572158,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572158/SRR572158.fastq.gz,seed,PRJNA174231,P39 maize whole seed 36 days after pollination
SRR572159,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572159/SRR572159.fastq.gz,seed,PRJNA174231,P39 maize whole seed 36 days after pollination
SRR572162,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572162/SRR572162.fastq.gz,seed,PRJNA174231,Tx303 maize whole seed 12 days after pollination
SRR572163,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572163/SRR572163.fastq.gz,seed,PRJNA174231,Tx303 maize whole seed 12 days after pollination
SRR572164,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572164/SRR572164.fastq.gz,seed,PRJNA174231,Tx303 maize whole seed 16 days after pollination
SRR572165,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572165/SRR572165.fastq.gz,seed,PRJNA174231,Tx303 maize whole seed 20 days after pollination
SRR572166,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572166/SRR572166.fastq.gz,seed,PRJNA174231,Tx303 maize whole seed 24 days after pollination
SRR572167,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572167/SRR572167.fastq.gz,seed,PRJNA174231,Tx303 maize whole seed 30 days after pollination
SRR572168,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572168/SRR572168.fastq.gz,seed,PRJNA174231,Tx303 maize whole seed 36 days after pollination
SRR572169,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572169/SRR572169.fastq.gz,seed,PRJNA174231,Tx303 maize whole seed 36 days after pollination
SRR572172,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572172/SRR572172.fastq.gz,seed,PRJNA174231,Tzi8 maize whole seed 12 days after pollination
SRR572173,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572173/SRR572173.fastq.gz,seed,PRJNA174231,Tzi8 maize whole seed 16 days after pollination
SRR572174,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572174/SRR572174.fastq.gz,seed,PRJNA174231,Tzi8 maize whole seed 20 days after pollination
SRR572175,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572175/SRR572175.fastq.gz,seed,PRJNA174231,Tzi8 maize whole seed 24 days after pollination
SRR572176,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572176/SRR572176.fastq.gz,seed,PRJNA174231,Tzi8 maize whole seed 30 days after pollination
SRR572177,ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/SRR572177/SRR572177.fastq.gz,seed,PRJNA174231,Tzi8 maize whole seed 36 days after pollination
SRR575368,ftp.sra.ebi.ac.uk/vol1/fastq/SRR575/SRR575368/SRR575368.fastq.gz,seed,PRJNA174231,CML228 maize whole seed 20 days after pollination
SRR822389,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822389/SRR822389.fastq.gz,root,PRJNA174231,B73 maize root
SRR822390,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822390/SRR822390.fastq.gz,root,PRJNA174231,B73 maize shoot
SRR822391,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822391/SRR822391.fastq.gz,root,PRJNA174231,B97 maize root
SRR822392,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822392/SRR822392.fastq.gz,root,PRJNA174231,B97 maize shoot
SRR822393,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822393/SRR822393.fastq.gz,root,PRJNA174231,CML103 maize root
SRR822394,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822394/SRR822394.fastq.gz,root,PRJNA174231,CML103 maize shoot
SRR822395,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822395/SRR822395.fastq.gz,root,PRJNA174231,CML247 maize root
SRR822396,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822396/SRR822396.fastq.gz,root,PRJNA174231,CML247 maize shoot
SRR822397,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822397/SRR822397.fastq.gz,root,PRJNA174231,CML277 maize root
SRR822398,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822398/SRR822398.fastq.gz,root,PRJNA174231,CML277 maize shoot
SRR822399,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822399/SRR822399.fastq.gz,root,PRJNA174231,CML322 maize root
SRR822400,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822400/SRR822400.fastq.gz,root,PRJNA174231,CML322 maize shoot
SRR822401,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822401/SRR822401.fastq.gz,root,PRJNA174231,"A variant of CML52 with B73 introgressions, maize root"
SRR822402,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822402/SRR822402.fastq.gz,root,PRJNA174231,"A variant of CML52 with B73 introgressions, maize shoot"
SRR822403,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822403/SRR822403.fastq.gz,root,PRJNA174231,CML69 maize root
SRR822405,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822405/SRR822405.fastq.gz,shoot,PRJNA174231,CML69 maize shoot
SRR822406,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822406/SRR822406.fastq.gz,shoot,PRJNA174231,Hp301 maize shoot
SRR822409,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822409/SRR822409.fastq.gz,root,PRJNA174231,Ky21 maize root
SRR822410,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822410/SRR822410.fastq.gz,shoot,PRJNA174231,Ky21 maize shoot
SRR822411,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822411/SRR822411.fastq.gz,root,PRJNA174231,M37W maize root
SRR822412,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822412/SRR822412.fastq.gz,shoot,PRJNA174231,M37W maize shoot
SRR822413,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822413/SRR822413.fastq.gz,shoot,PRJNA174231,Mo18W maize shoot
SRR822414,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822414/SRR822414.fastq.gz,root,PRJNA174231,MS71 maize root
SRR822415,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822415/SRR822415.fastq.gz,shoot,PRJNA174231,MS71 maize shoot
SRR822416,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822416/SRR822416.fastq.gz,root,PRJNA174231,NC350 maize root
SRR822417,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822417/SRR822417.fastq.gz,shoot,PRJNA174231,NC350 maize shoot
SRR822418,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822418/SRR822418.fastq.gz,root,PRJNA174231,NC358 maize root
SRR822419,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822419/SRR822419.fastq.gz,shoot,PRJNA174231,NC358 maize shoot
SRR822420,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822420/SRR822420.fastq.gz,root,PRJNA174231,Oh43 maize root
SRR822421,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822421/SRR822421.fastq.gz,shoot,PRJNA174231,Oh43 maize shoot
SRR822422,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822422/SRR822422.fastq.gz,shoot,PRJNA174231,Oh7B maize shoot
SRR822423,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822423/SRR822423.fastq.gz,root,PRJNA174231,P39 maize root
SRR822424,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822424/SRR822424.fastq.gz,shoot,PRJNA174231,P39 maize shoot
SRR822425,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822425/SRR822425.fastq.gz,root,PRJNA174231,Tx303 maize root
SRR822426,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822426/SRR822426.fastq.gz,shoot,PRJNA174231,Tx303 maize shoot
SRR822427,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822427/SRR822427.fastq.gz,root,PRJNA174231,Tzi8 maize root
SRR822428,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822428/SRR822428.fastq.gz,shoot,PRJNA174231,Tzi8 maize shoot
SRR822429,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822429/SRR822429.fastq.gz,seed,PRJNA174231,CML228 maize whole seed 12 days after pollination
SRR822430,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822430/SRR822430.fastq.gz,seed,PRJNA174231,CML228 maize whole seed 12 days after pollination
SRR822470,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822470/SRR822470.fastq.gz,not_marked,PRJNA174231,Zea mays sample CML228_R_S
SRR822471,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822471/SRR822471.fastq.gz,not_marked,PRJNA174231,Zea mays sample CML228_S_S
SRR822472,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822472/SRR822472.fastq.gz,not_marked,PRJNA174231,Zea mays sample Hp301_R_S
SRR822473,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822473/SRR822473.fastq.gz,not_marked,PRJNA174231,Zea mays sample Il14H_R_S
SRR822474,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822474/SRR822474.fastq.gz,not_marked,PRJNA174231,Zea mays sample Il14H_S_S
SRR822475,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822475/SRR822475.fastq.gz,not_marked,PRJNA174231,Zea mays sample Mo18W_R_S
SRR822477,ftp.sra.ebi.ac.uk/vol1/fastq/SRR822/SRR822477/SRR822477.fastq.gz,not_marked,PRJNA174231,Zea mays sample Oh7B_R_S
SRR513459,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513459/SRR513459.fastq.gz,seed,PRJNA168420,KLS_I1 Whole seed 12 Days After Pollination
SRR513460,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513460/SRR513460.fastq.gz,Embryo,PRJNA168420,KLS_I1 Embryo 15 Days After Pollination
SRR513461,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513461/SRR513461.fastq.gz,Endosperm,PRJNA168420,KLS_I1 Endosperm 15 Days After Pollination
SRR513462,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513462/SRR513462.fastq.gz,Embryo,PRJNA168420,KLS_I1 Embryo 18 Days After Pollination
SRR513463,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513463/SRR513463.fastq.gz,Endosperm,PRJNA168420,KLS_I1 Endosperm 18 Days After Pollination
SRR513464,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513464/SRR513464.fastq.gz,Endosperm,PRJNA168420,KLS_I2 Endosperm 12 Days After Pollination
SRR513465,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513465/SRR513465.fastq.gz,seed,PRJNA168420,KLS_I2 Whole seed 12 Days After Pollination
SRR513466,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513466/SRR513466.fastq.gz,Embryo,PRJNA168420,KLS_I2 Embryo 15 Days After Pollination
SRR513467,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513467/SRR513467.fastq.gz,Endosperm,PRJNA168420,KLS_I2 Endosperm 15 Days After Pollination
SRR513468,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513468/SRR513468.fastq.gz,Embryo,PRJNA168420,KLS_I2 Embryo 18 Days After Pollination
SRR513469,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513469/SRR513469.fastq.gz,Endosperm,PRJNA168420,KLS_I2 Endosperm 18 Days After Pollination
SRR513470,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513470/SRR513470.fastq.gz,Endosperm,PRJNA168420,KLS_I3 Endosperm 12 Days After Pollination
SRR513471,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513471/SRR513471.fastq.gz,seed,PRJNA168420,KLS_I3 Whole seed 12 Days After Pollination
SRR513472,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513472/SRR513472.fastq.gz,Embryo,PRJNA168420,KLS_I3 Embryo 15 Days After Pollination
SRR513473,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513473/SRR513473.fastq.gz,Endosperm,PRJNA168420,KLS_I3 Endosperm 15 Days After Pollination
SRR513474,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513474/SRR513474.fastq.gz,Embryo,PRJNA168420,KLS_I3 Embryo 18 Days After Pollination
SRR513475,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513475/SRR513475.fastq.gz,Endosperm,PRJNA168420,KLS_I3 Endosperm 18 Days After Pollination
SRR513476,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513476/SRR513476.fastq.gz,Endosperm,PRJNA168420,KSS_I1 Endosperm 12 Days After Pollination
SRR513477,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513477/SRR513477.fastq.gz,seed,PRJNA168420,KSS_I1 Whole seed 12 Days After Pollination
SRR513478,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513478/SRR513478.fastq.gz,Embryo,PRJNA168420,KSS_I1 Embryo 15 Days After Pollination
SRR513479,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513479/SRR513479.fastq.gz,Endosperm,PRJNA168420,KSS_I1 Endosperm 15 Days After Pollination
SRR513480,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513480/SRR513480.fastq.gz,Embryo,PRJNA168420,KSS_I1 Embryo 18 Days After Pollination
SRR513481,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513481/SRR513481.fastq.gz,Endosperm,PRJNA168420,KSS_I1 Endosperm 18 Days After Pollination
SRR513482,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513482/SRR513482.fastq.gz,Endosperm,PRJNA168420,KSS_I2 Endosperm 12 Days After Pollination
SRR513483,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513483/SRR513483.fastq.gz,seed,PRJNA168420,KSS_I2 Whole seed 12 Days After Pollination
SRR513484,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513484/SRR513484.fastq.gz,Embryo,PRJNA168420,KSS_I2 Embryo 15 Days After Pollination
SRR513485,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513485/SRR513485.fastq.gz,Endosperm,PRJNA168420,KSS_I2 Endosperm 15 Days After Pollination
SRR513486,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513486/SRR513486.fastq.gz,Embryo,PRJNA168420,KSS_I2 Embryo 18 Days After Pollination
SRR513487,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513487/SRR513487.fastq.gz,Endosperm,PRJNA168420,KSS_I2 Endosperm 18 Days After Pollination
SRR513488,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513488/SRR513488.fastq.gz,Endosperm,PRJNA168420,KSS_I3 Endosperm 12 Days After Pollination
SRR513489,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513489/SRR513489.fastq.gz,seed,PRJNA168420,KSS_I3 Whole seed 12 Days After Pollination
SRR513491,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513491/SRR513491.fastq.gz,Embryo,PRJNA168420,KSS_I3 Embryo 15 Days After Pollination
SRR513492,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513492/SRR513492.fastq.gz,Endosperm,PRJNA168420,KSS_I3 Endosperm 15 Days After Pollination
SRR513493,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513493/SRR513493.fastq.gz,Embryo,PRJNA168420,KSS_I3 Embryo 18 Days After Pollination
SRR513494,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513494/SRR513494.fastq.gz,Endosperm,PRJNA168420,KSS_I3 Endosperm 18 Days After Pollination
SRR513495,ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513495/SRR513495.fastq.gz,Endosperm,PRJNA168420,KLS_I1 Endosperm 12 Days After Pollination
SRR6781948,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/008/SRR6781948/SRR6781948.fastq.gz,sheath,PRJNA435903,wt_sheath_stage4_rep1
SRR6781949,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/009/SRR6781949/SRR6781949.fastq.gz,sheath,PRJNA435903,wt_sheath_stage3_rep3
SRR6781950,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/000/SRR6781950/SRR6781950.fastq.gz,sheath,PRJNA435903,wt_sheath_stage4_rep3
SRR6781951,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/001/SRR6781951/SRR6781951.fastq.gz,sheath,PRJNA435903,wt_sheath_stage4_rep2
SRR6781952,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/002/SRR6781952/SRR6781952.fastq.gz,sheath,PRJNA435903,wt_sheath_stage5_rep2
SRR6781953,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/003/SRR6781953/SRR6781953.fastq.gz,sheath,PRJNA435903,wt_sheath_stage5_rep1
SRR6781954,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/004/SRR6781954/SRR6781954.fastq.gz,sheath,PRJNA435903,wt_sheath_stage5_rep3
SRR6781955,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/005/SRR6781955/SRR6781955.fastq.gz,blade,PRJNA435903,wt_blade_stage5_rep3
SRR6781956,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/006/SRR6781956/SRR6781956.fastq.gz,sheath,PRJNA435903,wt_sheath_stage2_rep1
SRR6781957,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/007/SRR6781957/SRR6781957.fastq.gz,sheath,PRJNA435903,wt_sheath_stage2_rep2
SRR6781958,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/008/SRR6781958/SRR6781958.fastq.gz,sheath,PRJNA435903,wt_sheath_stage2_rep3
SRR6781959,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/009/SRR6781959/SRR6781959.fastq.gz,blade,PRJNA435903,wt_blade_stage4_rep2
SRR6781960,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/000/SRR6781960/SRR6781960.fastq.gz,blade,PRJNA435903,wt_blade_stage4_rep3
SRR6781961,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/001/SRR6781961/SRR6781961.fastq.gz,blade,PRJNA435903,wt_blade_stage5_rep1
SRR6781962,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/002/SRR6781962/SRR6781962.fastq.gz,blade,PRJNA435903,wt_blade_stage5_rep2
SRR6781963,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/003/SRR6781963/SRR6781963.fastq.gz,sheath,PRJNA435903,wt_sheath_stage3_rep1
SRR6781964,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/004/SRR6781964/SRR6781964.fastq.gz,sheath,PRJNA435903,wt_sheath_stage3_rep2
SRR6781965,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/005/SRR6781965/SRR6781965.fastq.gz,blade,PRJNA435903,wt_blade_stage1_rep1
SRR6781966,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/006/SRR6781966/SRR6781966.fastq.gz,blade,PRJNA435903,wt_blade_stage1_rep2
SRR6781967,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/007/SRR6781967/SRR6781967.fastq.gz,blade,PRJNA435903,wt_blade_stage1_rep3
SRR6781968,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/008/SRR6781968/SRR6781968.fastq.gz,blade,PRJNA435903,wt_blade_stage2_rep1
SRR6781969,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/009/SRR6781969/SRR6781969.fastq.gz,blade,PRJNA435903,wt_blade_stage2_rep2
SRR6781970,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/000/SRR6781970/SRR6781970.fastq.gz,blade,PRJNA435903,wt_blade_stage2_rep3
SRR6781971,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/001/SRR6781971/SRR6781971.fastq.gz,blade,PRJNA435903,wt_blade_stage3_rep1
SRR6781972,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/002/SRR6781972/SRR6781972.fastq.gz,blade,PRJNA435903,wt_blade_stage3_rep2
SRR6781973,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/003/SRR6781973/SRR6781973.fastq.gz,blade,PRJNA435903,wt_blade_stage3_rep3
SRR6781974,ftp.sra.ebi.ac.uk/vol1/fastq/SRR678/004/SRR6781974/SRR6781974.fastq.gz,blade,PRJNA435903,wt_blade_stage4_rep1
SRR765127,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765127/SRR765127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765127/SRR765127_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 4226 RNAseq"
SRR765128,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765128/SRR765128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765128/SRR765128_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 4722 RNAseq"
SRR765129,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765129/SRR765129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765129/SRR765129_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 52220 RNAseq"
SRR765130,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765130/SRR765130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765130/SRR765130_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 04033V RNAseq"
SRR765131,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765131/SRR765131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765131/SRR765131_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 33-16 RNAseq"
SRR765132,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765132/SRR765132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765132/SRR765132_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 38-11 RNAseq"
SRR765133,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765133/SRR765133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765133/SRR765133_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 4554_INBRED RNAseq"
SRR765134,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765134/SRR765134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765134/SRR765134_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 4578_INBRED RNAseq"
SRR765135,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765135/SRR765135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765135/SRR765135_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 4F-35_BK RNAseq"
SRR765136,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765136/SRR765136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765136/SRR765136_2.fastq.gz,mixed,PRJNA189400,"Zea mays, 80-2 RNAseq"
